experiment,plate,well,row,col,abs600,neon_btm,neon_top,crim_btm,crim_top,readtime
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,B12,B,12,0.1286,83055,395542,22871,75844,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C1,C,1,0.1102,3461,16565,54581,87407,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C2,C,2,0.1331,4071,18113,61782,193883,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C3,C,3,0.1805,4206,26497,105946,421744,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C4,C,4,0.1222,3053,19733,35041,176375,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C5,C,5,0.1158,3935,19125,45800,165368,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C6,C,6,0.115,3664,17711,39184,137841,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C7,C,7,0.1288,3867,27512,43603,345870,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C8,C,8,0.1119,3256,20822,32569,229210,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C9,C,9,0.1357,3936,24937,55472,372361,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C10,C,10,0.1406,4479,28668,72032,434559,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C11,C,11,0.1371,4615,31031,62924,450492,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,C12,C,12,0.1225,3257,20625,57410,261688,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D1,D,1,0.1148,2783,17255,24292,96320,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D2,D,2,0.1164,3326,18538,18217,119722,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D3,D,3,0.1136,2783,18334,19598,108972,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D4,D,4,0.1145,3122,19152,22358,130165,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D5,D,5,0.1177,2918,19966,18771,138143,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D6,D,6,0.115,2579,20434,22636,124389,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D7,D,7,0.1114,2647,18201,20979,125217,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D8,D,8,0.1106,2511,20161,23736,134853,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D9,D,9,0.1138,3054,18470,22910,116135,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D10,D,10,0.1075,2579,19894,18216,115298,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D11,D,11,0.1064,3189,18412,25665,128208,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,D12,D,12,0.1021,2579,16844,16267,137728,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E1,E,1,0.1018,10866,59616,551,2199,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E2,E,2,0.1028,12358,89739,552,3576,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E3,E,3,0.1076,23826,131267,276,3577,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E4,E,4,0.1166,39178,251921,1380,3577,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E5,E,5,0.1086,23623,155690,1656,5229,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E6,E,6,0.139,69460,355916,1656,3577,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E7,E,7,0.1167,145181,883600,1104,4128,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E8,E,8,0.1151,138197,610962,1380,4403,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E9,E,9,0.1223,127408,607993,1104,2752,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E10,E,10,0.1157,131680,760696,2208,3028,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E11,E,11,0.1396,227478,873517,1380,2752,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,E12,E,12,0.1054,85089,401272,1380,1926,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F1,F,1,0.1001,11476,67482,828,4128,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F2,F,2,0.1152,42438,297990,828,4679,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F3,F,3,0.1131,45226,259730,828,3303,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F4,F,4,0.1108,36256,236559,2209,4954,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F5,F,5,0.1587,93921,491206,828,3303,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F6,F,6,0.1073,33476,199185,828,2202,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F7,F,7,0.1035,131869,597991,1104,2202,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F8,F,8,0.1153,138065,810277,552,4954,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F9,F,9,0.1042,99074,663846,1380,5504,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F10,F,10,0.1108,130722,621878,2760,2201,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F11,F,11,0.1142,200452,613658,1380,5503,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,F12,F,12,0.0856,2445,14283,1379,2749,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G1,G,1,0.085,2785,13136,1379,1375,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G2,G,2,0.0773,2717,10695,1104,3026,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G3,G,3,0.0771,2037,14686,1104,5227,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G4,G,4,0.0769,3803,11708,1656,2477,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G5,G,5,0.0768,2920,14346,1104,3303,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G6,G,6,0.0773,1630,11237,552,3302,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G7,G,7,0.0776,2581,12862,828,2477,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G8,G,8,0.0793,2920,14487,828,3578,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G9,G,9,0.0775,2513,15227,276,2477,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G10,G,10,0.0776,2309,11845,276,550,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G11,G,11,0.0782,2309,13336,1656,4678,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,G12,G,12,0.078,2649,12794,552,1926,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H1,H,1,0.0847,2377,11441,552,1652,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H2,H,2,0.1353,2309,11100,1933,1927,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H3,H,3,0.0833,2853,13130,1933,1927,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H4,H,4,0.0845,2852,14351,1381,1927,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H5,H,5,0.0864,2241,13541,1105,4129,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H6,H,6,0.0839,2513,12657,1657,4955,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H7,H,7,0.0858,2716,14010,828,1927,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H8,H,8,0.0853,2309,11911,1657,4129,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H9,H,9,0.086,2309,12185,1381,3853,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H10,H,10,0.0848,1222,12725,1656,4128,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H11,H,11,0.0905,2241,12929,828,1651,7
2023-12_priorityeffects2,PlateE-T24-Trial2_cropped,H12,H,12,0.0846,2242,11105,1379,1925,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A1,A,1,0.0995,7681,27251,24267,65325,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A2,A,2,0.1074,16417,72302,20599,90393,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A3,A,3,0.1003,9897,35988,19555,80399,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A4,A,4,0.0952,14702,81519,8000,48590,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A5,A,5,0.1151,33533,172329,4417,18064,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A6,A,6,0.1027,10027,52236,7459,28359,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A7,A,7,0.1126,109307,470644,1934,10292,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A8,A,8,0.0989,65069,301446,4146,18084,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A9,A,9,0.0932,45534,364123,4423,24488,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A10,A,10,0.0949,51436,330592,4700,16422,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A11,A,11,0.1048,76913,492602,9956,30063,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,A12,A,12,0.1024,85879,483425,3595,12528,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B1,B,1,0.0944,12345,72674,4150,27017,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B2,B,2,0.1288,22719,114368,14939,103619,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B3,B,3,0.1082,9697,46441,26557,117538,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B4,B,4,0.1017,5899,32130,29322,146214,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B5,B,5,0.104,13698,54032,19364,102203,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B6,B,6,0.1088,3526,11386,29875,45396,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B7,B,7,0.1085,96636,654262,4979,20051,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B8,B,8,0.1159,144062,664814,20746,54579,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B9,B,9,0.119,110821,714420,5255,17542,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B10,B,10,0.1219,176918,1026897,3871,20323,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B11,B,11,0.113,142358,679679,5253,15587,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,B12,B,12,0.1145,125324,454058,4973,12793,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C1,C,1,0.109,3121,19731,40355,177243,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C2,C,2,0.1059,3256,18106,35126,158967,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C3,C,3,0.1245,4477,26179,71377,337808,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C4,C,4,0.0965,3392,19391,25179,157656,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C5,C,5,0.0995,3188,20279,21861,140667,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C6,C,6,0.1004,3120,19329,26842,156519,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C7,C,7,0.1084,4478,32902,37637,330090,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C8,C,8,0.1131,4478,30527,58944,338988,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C9,C,9,0.1163,3460,19326,10239,68801,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C10,C,10,0.1124,4952,41663,18819,137053,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C11,C,11,0.119,5428,48579,39020,312840,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,C12,C,12,0.1306,4003,17502,64481,197774,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D1,D,1,0.1004,3259,18456,13560,93890,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D2,D,2,0.1012,2986,18460,11069,113399,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D3,D,3,0.0982,2376,19338,13836,110610,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D4,D,4,0.1003,2444,18326,11068,99738,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D5,D,5,0.1056,3258,21036,20753,117007,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D6,D,6,0.1051,4344,19743,14389,112552,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D7,D,7,0.0988,2647,19816,10514,95004,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D8,D,8,0.0918,2647,17710,11621,86644,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D9,D,9,0.0938,3055,18661,13833,101124,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D10,D,10,0.0941,2308,18527,13832,94981,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D11,D,11,0.0993,3530,17307,12723,124208,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,D12,D,12,0.0968,2579,16763,14099,110207,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E1,E,1,0.1384,13314,100596,2211,3618,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E2,E,2,0.1,27904,248884,553,3342,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E3,E,3,0.113,28099,222360,1937,3900,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E4,E,4,0.0928,9435,74933,2214,1950,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E5,E,5,0.1305,54976,301083,1661,4737,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E6,E,6,0.0864,2444,16220,554,3343,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E7,E,7,0.1162,146323,546387,1384,4458,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E8,E,8,0.1349,197003,875971,1107,3901,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E9,E,9,0.1005,94795,440889,2214,3343,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E10,E,10,0.1,79096,418394,2214,5294,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E11,E,11,0.0986,70342,337927,1107,5572,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,E12,E,12,0.0924,75493,319653,1107,1672,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F1,F,1,0.1026,17932,111694,1384,3344,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F2,F,2,0.0964,14802,127593,830,3065,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F3,F,3,0.1266,31449,282265,830,5294,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F4,F,4,0.0815,2105,13717,554,3901,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F5,F,5,0.0853,2920,14601,1107,3622,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F6,F,6,0.0837,2988,16433,1661,2229,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F7,F,7,0.1007,86308,803181,1661,4180,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F8,F,8,0.1102,124272,613337,830,3623,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F9,F,9,0.0832,3055,16709,830,2786,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F10,F,10,0.0858,2648,16432,830,5572,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F11,F,11,0.0866,3056,14393,1107,4736,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,F12,F,12,0.0867,2309,13583,553,2227,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G1,G,1,0.0786,2989,11886,1382,3618,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G2,G,2,0.0795,2581,12834,1660,1671,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G3,G,3,0.079,3327,13038,1107,3622,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G4,G,4,0.079,3394,14194,830,5294,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G5,G,5,0.0796,2377,12900,554,6688,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G6,G,6,0.0789,2377,14808,1661,3901,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G7,G,7,0.0772,2173,12564,1384,3901,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G8,G,8,0.0825,2716,14259,1107,4737,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G9,G,9,0.085,1969,15891,1938,3623,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G10,G,10,0.0852,3191,15349,277,2229,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G11,G,11,0.0858,1697,13584,1384,4738,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,G12,G,12,0.085,2241,13242,554,2787,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H1,H,1,0.0829,2649,12290,831,4181,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H2,H,2,0.0834,2785,11540,1938,2230,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H3,H,3,0.0826,2242,14940,1938,2508,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H4,H,4,0.0852,1698,14331,1384,3902,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H5,H,5,0.0837,2378,13992,2215,4738,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H6,H,6,0.082,2241,15209,1384,3066,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H7,H,7,0.0818,3192,13377,831,3066,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H8,H,8,0.0854,2038,15076,830,3344,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H9,H,9,0.0856,2989,13583,554,3066,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H10,H,10,0.0878,1970,13176,1107,3623,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H11,H,11,0.0834,2513,12359,830,1950,7
2023-12_priorityeffects2,PlateF-T24-Trial2_cropped,H12,H,12,0.0855,2514,14880,1106,3062,7
