experiment,plate,row,col,protect,protect_v2,path,path_v2,plant,protect_od,path_od,date_ster,date_germ,date_inoc,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,3,Pf5,Pf5,N2C3,N2C3,col0,0.0001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,3,Pf5,Pf5,N2C3,N2C3,col0,0.0001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,3,Pf5,Pf5,N2C3,N2C3,col0,0.0001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,3,Pf5,Pf5,MOCK,N2C3,col0,0.0001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,4,WCS365,WCS365,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,4,Pf5,Pf5,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,4,Pf5,Pf5,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,4,Pf5,Pf5,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,4,Pf5,Pf5,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,5,WCS365,WCS365,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,5,Pf5,Pf5,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,5,Pf5,Pf5,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,5,Pf5,Pf5,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,5,Pf5,Pf5,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,6,MOCK,WCS365,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,6,MOCK,WCS365,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,6,MOCK,WCS365,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,6,MOCK,WCS365,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,6,MOCK,Pf5,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,6,MOCK,Pf5,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,G,6,MOCK,Pf5,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,H,6,MOCK,Pf5,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,A,7,Pf5,Pf5,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,B,7,Pf5,Pf5,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,C,7,Pf5,Pf5,N2C3,N2C3,col0,0.01,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,D,7,Pf5,Pf5,MOCK,N2C3,col0,0.01,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,E,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_a,F,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
