experiment,plate,row,col,protect,protect_v2,path,path_v2,plant,protect_od,path_od,date_ster,date_germ,date_inoc,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,1,CH267,CH267,MOCK,N2C3,col0,0.01,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,2,CHAO,CHAO,N2C3,N2C3,col0,0.001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,2,CHAO,CHAO,N2C3,N2C3,col0,0.001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,2,CHAO,CHAO,N2C3,N2C3,col0,0.001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,2,CHAO,CHAO,MOCK,N2C3,col0,0.001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,2,CH267,CH267,N2C3,N2C3,col0,0.001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,2,CH267,CH267,N2C3,N2C3,col0,0.001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,2,CH267,CH267,N2C3,N2C3,col0,0.001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,2,CH267,CH267,MOCK,N2C3,col0,0.001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,3,CHAO,CHAO,N2C3,N2C3,col0,0.0001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,3,CHAO,CHAO,N2C3,N2C3,col0,0.0001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,3,CHAO,CHAO,N2C3,N2C3,col0,0.0001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,3,CHAO,CHAO,MOCK,N2C3,col0,0.0001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,3,CH267,CH267,N2C3,N2C3,col0,0.0001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,3,CH267,CH267,N2C3,N2C3,col0,0.0001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,3,CH267,CH267,N2C3,N2C3,col0,0.0001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,3,CH267,CH267,MOCK,N2C3,col0,0.0001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,4,CHAO,CHAO,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,4,CHAO,CHAO,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,4,CHAO,CHAO,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,4,CHAO,CHAO,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,4,CH267,CH267,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,4,CH267,CH267,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,4,CH267,CH267,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,4,CH267,CH267,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,5,CHAO,CHAO,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,5,CHAO,CHAO,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,5,CHAO,CHAO,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,5,CHAO,CHAO,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,5,CH267,CH267,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,5,CH267,CH267,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,5,CH267,CH267,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,5,CH267,CH267,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,6,MOCK,CHAO,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,6,MOCK,CHAO,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,6,MOCK,CHAO,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,6,MOCK,CHAO,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,6,MOCK,CH267,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,6,MOCK,CH267,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,6,MOCK,CH267,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,6,MOCK,CH267,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,7,CH267,CH267,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,7,CH267,CH267,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,7,CH267,CH267,N2C3,N2C3,col0,0.01,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,7,CH267,CH267,MOCK,N2C3,col0,0.01,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,7,CHAO,CHAO,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,7,CHAO,CHAO,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,7,CHAO,CHAO,N2C3,N2C3,col0,0.01,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,7,CHAO,CHAO,MOCK,N2C3,col0,0.01,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,8,CH267,CH267,N2C3,N2C3,col0,0.001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,8,CH267,CH267,N2C3,N2C3,col0,0.001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,8,CH267,CH267,N2C3,N2C3,col0,0.001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,8,CH267,CH267,MOCK,N2C3,col0,0.001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,8,CHAO,CHAO,N2C3,N2C3,col0,0.001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,8,CHAO,CHAO,N2C3,N2C3,col0,0.001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,8,CHAO,CHAO,N2C3,N2C3,col0,0.001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,8,CHAO,CHAO,MOCK,N2C3,col0,0.001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,9,CH267,CH267,N2C3,N2C3,col0,0.0001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,9,CH267,CH267,N2C3,N2C3,col0,0.0001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,9,CH267,CH267,N2C3,N2C3,col0,0.0001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,9,CH267,CH267,MOCK,N2C3,col0,0.0001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,9,CHAO,CHAO,N2C3,N2C3,col0,0.0001,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,9,CHAO,CHAO,N2C3,N2C3,col0,0.0001,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,9,CHAO,CHAO,N2C3,N2C3,col0,0.0001,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,9,CHAO,CHAO,MOCK,N2C3,col0,0.0001,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,10,CH267,CH267,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,10,CH267,CH267,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,10,CH267,CH267,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,10,CH267,CH267,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,10,CHAO,CHAO,N2C3,N2C3,col0,1E-05,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,10,CHAO,CHAO,N2C3,N2C3,col0,1E-05,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,10,CHAO,CHAO,N2C3,N2C3,col0,1E-05,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,10,CHAO,CHAO,MOCK,N2C3,col0,1E-05,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,11,CH267,CH267,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,11,CH267,CH267,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,11,CH267,CH267,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,11,CH267,CH267,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,11,CHAO,CHAO,N2C3,N2C3,col0,1E-06,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,11,CHAO,CHAO,N2C3,N2C3,col0,1E-06,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,11,CHAO,CHAO,N2C3,N2C3,col0,1E-06,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,11,CHAO,CHAO,MOCK,N2C3,col0,1E-06,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,A,12,MOCK,CH267,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,B,12,MOCK,CH267,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,C,12,MOCK,CH267,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,D,12,MOCK,CH267,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,E,12,MOCK,CHAO,N2C3,N2C3,col0,0,0.01,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,F,12,MOCK,CHAO,N2C3,N2C3,col0,0,0.0001,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,G,12,MOCK,CHAO,N2C3,N2C3,col0,0,1E-06,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day1inoc001_b,H,12,MOCK,CHAO,MOCK,N2C3,col0,0,0,2023-07-17,2023-07-21,2023-07-26,2023-08-02,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,A,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,B,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,C,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,1E-06,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,D,1,WCS365,WCS365,MOCK,N2C3,col0,0.01,0,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,E,1,Pf5,Pf5,N2C3,N2C3,col0,0.01,0.01,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,F,1,Pf5,Pf5,N2C3,N2C3,col0,0.01,0.0001,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,G,1,Pf5,Pf5,N2C3,N2C3,col0,0.01,1E-06,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,H,1,Pf5,Pf5,MOCK,N2C3,col0,0.01,0,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,A,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,0.01,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,B,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,0.0001,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,C,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,1E-06,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,D,2,WCS365,WCS365,MOCK,N2C3,col0,0.001,0,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,E,2,Pf5,Pf5,N2C3,N2C3,col0,0.001,0.01,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,F,2,Pf5,Pf5,N2C3,N2C3,col0,0.001,0.0001,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,G,2,Pf5,Pf5,N2C3,N2C3,col0,0.001,1E-06,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
2023-07-26_ac_ccpwn,scan_WCS_PF5_CHAO_CH267_Day2inoc002_a,H,2,Pf5,Pf5,MOCK,N2C3,col0,0.001,0,2023-07-17,2023-07-21,2023-07-27,2023-08-03,12_12,110,23_23,0.5,0.5,5.8,
