UniqueID	experiment	plate	row	col	StrainMix	protect	lacZ_protect	fluor_protect	path	lacZ_path	fluor_path	plant	protect_od	path_od	date_ster	date_germ	date_inoc	date_process	light_dn	light_lx	temp_dn	MS	MES	pH	notes	protect_v2	path_v2	protect2	plate_alias	path_od_adj	path_od_actual	totalOD	ratio_protect	ratio_path	ratio	protect_cells	path_cells	total_cells	protect_cells_log	path_cells_log	total_cells_log	plant_age	well	all_plant_pixels	ratio_r_q5	ratio_g_q5	ratio_b_q5	ratio_r_median	ratio_g_median	ratio_b_median	ratio_r_q95	ratio_g_q95	ratio_b_q95	pix_r_median	pix_g_median	pix_b_median	diff_rb_median	diff_gb_median	diff_gr_median	ID	Number_pixels_log	hue	saturation	value	Healthiness_rgb	Healthiness_hsv	ratio_protect_log	ratio_path_log	ratio_protpath_log
ID__2023_08_08_fluor__fluor_B_004_cropped__C__2	2023-08-08_fluor	fluor_B_004_cropped	C	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	0.000101	100	1	100-1	40081.25	400.8125	40482.0625	4.60295209247889	2.60402344310557	4.60727335898347	5	C2	3223	0.33061335103147	0.395299589603283	0.1640625	0.340625	0.44478527607362	0.214925373134328	0.353407978202563	0.48828125	0.263670021983108	113	148	72	42	77	35	ID	NA	NA	NA	NA	515.734069870559	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_B_004_cropped__D__2	2023-08-08_fluor	fluor_B_004_cropped	D	2	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	1e-04	1	0	1-0	40081.25	0	40081.25	4.60295209247889	0	4.60295209247889	5	D2	5515	0.348711782539438	0.367851201478743	0.194860813704497	0.364653243847875	0.418390804597701	0.214285714285714	0.381278538812785	0.436868686868687	0.270650263620387	163	182	92	63	87	23	ID	NA	NA	NA	NA	497.636026248007	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_B_004_cropped__E__2	2023-08-08_fluor	fluor_B_004_cropped	E	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.0101	1	100	1-100	40081.25	4008125	4048206.25	4.60295209247889	6.60294136561483	6.60726273832466	5	E2	3203	0.330434782608696	0.384186239024949	0.209964412811388	0.342948717948718	0.412140575079872	0.244648318042813	0.363636363636364	0.437104835686618	0.276631830397133	111	134	80	33	55	22	ID	NA	NA	NA	NA	347.063558233808	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_B_004_cropped__F__2	2023-08-08_fluor	fluor_B_004_cropped	F	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	2e-04	1	1	1-1	40081.25	40081.25	80162.5	4.60295209247889	4.60295209247889	4.90397667056787	5	F2	3001	0.338235294117647	0.365942028985507	0.224358974358974	0.349397590361446	0.389937106918239	0.26063829787234	0.373770491803279	0.416393442622951	0.280653950953678	117	131	87	31	43	14	ID	NA	NA	NA	NA	246.896158841415	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_B_004_cropped__H__2	2023-08-08_fluor	fluor_B_004_cropped	H	2	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	1e-04	1	0	1-0	40081.25	0	40081.25	4.60295209247889	0	4.60295209247889	5	H2	3362	0.340207370541533	0.355072463768116	0.185567010309278	0.351063829787234	0.407252793426499	0.244712990936556	0.372085933068633	0.452952025332259	0.283609576427256	128	153	88	41	58	21	ID	NA	NA	NA	NA	352.672686731464	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_B_004_cropped__A__3	2023-08-08_fluor	fluor_B_004_cropped	A	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.010001	1	10000	1-10000	400.8125	4008125	4008525.8125	2.60402344310557	6.60294136561483	6.60298479288086	5	A3	809	0.343682835307754	0.350056022408964	0.229474511565237	0.355140186915888	0.389830508474576	0.254966887417219	0.379801678108314	0.404761904761905	0.286825757575758	103	114	72	29	39	11	ID	NA	NA	NA	NA	177.417586151598	NA	0.301029995663981	4.00004342727686	-0.739796260855168
ID__2023_08_08_fluor__fluor_B_004_cropped__B__3	2023-08-08_fluor	fluor_B_004_cropped	B	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	0.000101	1	100	1-100	400.8125	40081.25	40482.0625	2.60402344310557	4.60295209247889	4.60727335898347	5	B3	5543	0.339449541284404	0.370621597096189	0.194610778443114	0.355889724310777	0.427027027027027	0.217910447761194	0.376391982182628	0.444444444444444	0.278639877858628	141	166	85	53	79	28	ID	NA	NA	NA	NA	505.416134916506	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_B_004_cropped__C__3	2023-08-08_fluor	fluor_B_004_cropped	C	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	2e-06	1	1	1-1	400.8125	400.8125	801.625	2.60402344310557	2.60402344310557	2.90451268292455	5	C3	10104	0.334090909090909	0.396871312249233	0.180124223602484	0.349862258953168	0.449350649350649	0.201058201058201	0.362198340072356	0.464497041420118	0.261176470588235	127	163	72	54	89	35	ID	NA	NA	NA	NA	636.72127453836	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_B_004_cropped__D__3	2023-08-08_fluor	fluor_B_004_cropped	D	3	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-06	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	1e-06	1	0	1-0	400.8125	0	400.8125	2.60402344310557	0	2.60402344310557	5	D3	2417	0.337655643325746	0.374157988315977	0.221898513528902	0.35	0.398876404494382	0.2508038585209	0.382369605065822	0.411396206332915	0.271234866828087	115	132	83	32	49	16	ID	NA	NA	NA	NA	274.059960018505	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_B_004_cropped__E__3	2023-08-08_fluor	fluor_B_004_cropped	E	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.010001	1	10000	1-10000	400.8125	4008125	4008525.8125	2.60402344310557	6.60294136561483	6.60298479288086	5	E3	2437	0.339707644380542	0.385980066445183	0.19008408629407	0.351032448377581	0.415430267062315	0.234756097560976	0.371920661157025	0.442446043165468	0.265130190007037	117	139	79	39	61	22	ID	NA	NA	NA	NA	355.638538634648	NA	0.301029995663981	4.00004342727686	-0.739796260855168
ID__2023_08_08_fluor__fluor_B_004_cropped__F__3	2023-08-08_fluor	fluor_B_004_cropped	F	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	0.000101	1	100	1-100	400.8125	40081.25	40482.0625	2.60402344310557	4.60295209247889	4.60727335898347	5	F3	3100	0.356554281610619	0.343937352927052	0.26124495506336	0.373846153846154	0.34850863422292	0.277337559429477	0.387255323816274	0.353765323992995	0.298600311041991	232	216	173	60	44	-16	ID	NA	NA	NA	NA	41.8980211948479	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_B_004_cropped__G__3	2023-08-08_fluor	fluor_B_004_cropped	G	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	2e-06	1	1	1-1	400.8125	400.8125	801.625	2.60402344310557	2.60402344310557	2.90451268292455	5	G3	25	0.354638048700027	0.341476910836922	0.296825396825397	0.355694227769111	0.343213728549142	0.299847792998478	0.360949960253768	0.344763132140192	0.303401925067368	228	219	191	35	28	-8	ID	NA	NA	NA	NA	16.9796801756498	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_B_004_cropped__H__3	2023-08-08_fluor	fluor_B_004_cropped	H	3	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-06	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	1e-06	1	0	1-0	400.8125	0	400.8125	2.60402344310557	0	2.60402344310557	5	H3	4167	0.339080459770115	0.390455053207126	0.184281842818428	0.350724637681159	0.435185185185185	0.214511041009464	0.36968085106383	0.454283185840708	0.26325587905935	124	153	73	46	75	29	ID	NA	NA	NA	NA	481.450385468765	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_B_004_cropped__A__4	2023-08-08_fluor	fluor_B_004_cropped	A	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.01	0	1	0-1	0	4008125	4008125	0	6.60294136561483	6.60294136561483	5	A4	3186	0.330282179594106	0.382778242844614	0.20599276345545	0.35031847133758	0.417721518987342	0.24	0.364661989325331	0.437908496732026	0.268967733896683	117	144	82	38	61	24	ID	NA	NA	NA	NA	381.868644918637	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_B_004_cropped__B__4	2023-08-08_fluor	fluor_B_004_cropped	B	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	1e-04	0	1	0-1	0	40081.25	40081.25	0	4.60295209247889	4.60295209247889	5	B4	2712	0.35720414530867	0.343213728549142	0.260567802271209	0.375409836065574	0.348387096774194	0.275974025974026	0.385263157894737	0.354806095825427	0.299247780197688	225	210	168	59	43	-15	ID	NA	NA	NA	NA	44.6348473189007	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_B_004_cropped__C__4	2023-08-08_fluor	fluor_B_004_cropped	C	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	1e-06	0	1	0-1	0	400.8125	400.8125	0	2.60402344310557	2.60402344310557	5	C4	3326	0.333333333333333	0.343348063925496	0.227106227106227	0.351032448377581	0.391566265060241	0.257879656160458	0.389132195154869	0.41694383932841	0.297359668273528	117	131	86	32	43	13	ID	NA	NA	NA	NA	243.021643259949	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_B_004_cropped__D__4	2023-08-08_fluor	fluor_B_004_cropped	D	4	MOCK-MOCK	MOCK	NA	neon	MOCK	NA	crim	col0	0	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	0	0	0	0-0	0	0	0	0	0	0	5	D4	3265	0.354849988720956	0.351575456053068	0.221740984518402	0.369565217391304	0.367588932806324	0.25886524822695	0.389208924505167	0.415725147261074	0.287452248016456	192	193	135	59	59	-3	ID	NA	NA	NA	NA	186.242857561234	NA	0	0	0
ID__2023_08_08_fluor__fluor_B_004_cropped__E__4	2023-08-08_fluor	fluor_B_004_cropped	E	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.01	0	1	0-1	0	4008125	4008125	0	6.60294136561483	6.60294136561483	5	E4	2493	0.335260115606936	0.383605657846604	0.184457302474062	0.351351351351351	0.418781725888325	0.232189973614776	0.37325677830941	0.45575390385517	0.268627714650709	123	151	80	41	67	24	ID	NA	NA	NA	NA	390.64309165139	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_B_004_cropped__F__4	2023-08-08_fluor	fluor_B_004_cropped	F	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	1e-04	0	1	0-1	0	40081.25	40081.25	0	4.60295209247889	4.60295209247889	5	F4	6814	0.338414634146341	0.404175086521264	0.165068577592849	0.346820809248555	0.434504792332268	0.219101123595506	0.371884039256198	0.466200586707704	0.24754082884924	120	150	75	44	74	30	ID	NA	NA	NA	NA	513.684425262873	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_B_004_cropped__G__4	2023-08-08_fluor	fluor_B_004_cropped	G	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	1e-06	0	1	0-1	0	400.8125	400.8125	0	2.60402344310557	2.60402344310557	5	G4	11	0.347230312861278	0.342081704095643	0.273285918343054	0.355889724310777	0.355223880597015	0.283582089552239	0.362048627828599	0.374280551465667	0.303303170690583	125	126	99	24	23	-1	ID	NA	NA	NA	NA	22.6628061670001	NA	0	0.301029995663981	-0.231378213159759
ID__2023_08_08_fluor__fluor_B_004_cropped__H__4	2023-08-08_fluor	fluor_B_004_cropped	H	4	MOCK-MOCK	MOCK	NA	neon	MOCK	NA	crim	col0	0	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	0	0	0	0-0	0	0	0	0	0	0	5	H4	10216	0.341448650563987	0.393964166873164	0.176923076923077	0.354600882906354	0.444767441860465	0.19947157536159	0.369692400084473	0.464623154623155	0.256875129556461	131	161	74	54	87	32	ID	NA	NA	NA	NA	605.407832400533	NA	0	0	0
ID__2023_08_08_fluor__fluor_B_004_cropped__A__5	2023-08-08_fluor	fluor_B_004_cropped	A	5	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.02	1	1	1-1	4008125	4008125	8016250	6.60294136561483	6.60294136561483	6.90397130710206	5	A5	1539	0.344464482451078	0.350108139451219	0.223636677630288	0.355029585798817	0.401574803149606	0.246031746031746	0.372038424298018	0.414953608247423	0.281835415769065	136	153	93	41	57	18	ID	NA	NA	NA	NA	296.439427037791	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_B_004_cropped__B__5	2023-08-08_fluor	fluor_B_004_cropped	B	5	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	0.0101	100	1	100-1	4008125	40081.25	4048206.25	6.60294136561483	4.60295209247889	6.60726273832466	5	B5	3006	0.337085006863592	0.352688172043011	0.198967043777668	0.354077253218884	0.42281068524971	0.227513227513228	0.372650857196058	0.444444444444444	0.290690809762975	129	156	82	45	71	27	ID	NA	NA	NA	NA	434.766678512565	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_B_004_cropped__C__5	2023-08-08_fluor	fluor_B_004_cropped	C	5	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	0.010001	10000	1	10000-1	4008125	400.8125	4008525.8125	6.60294136561483	2.60402344310557	6.60298479288086	5	C5	2155	0.337069262307909	0.35347756370105	0.229645309687312	0.348534201954397	0.39873417721519	0.254437869822485	0.362514940239044	0.418132336546659	0.290650406504065	110	127	81	30	46	16	ID	NA	NA	NA	NA	260.024603008147	NA	4.00004342727686	0.301029995663981	2.84314231335234
ID__2023_08_08_fluor__fluor_B_004_cropped__D__5	2023-08-08_fluor	fluor_B_004_cropped	D	5	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	0.01	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	0.01	1	0	1-0	4008125	0	4008125	6.60294136561483	0	6.60294136561483	5	D5	2197	0.34020618556701	0.371579686168346	0.225527620804982	0.355795148247978	0.403645833333333	0.241116751269036	0.368421052631579	0.417129330018052	0.273618854149165	133	152	90	43	59	19	ID	NA	NA	NA	NA	324.176685744485	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_B_004_cropped__E__5	2023-08-08_fluor	fluor_B_004_cropped	E	5	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.02	1	1	1-1	4008125	4008125	8016250	6.60294136561483	6.60294136561483	6.90397130710206	5	E5	2561	0.341379310344828	0.363354037267081	0.222707423580786	0.36056338028169	0.393854748603352	0.244299674267101	0.380813953488372	0.414790996784566	0.278450363196126	124	134	83	39	50	11	ID	NA	NA	NA	NA	245.417697029424	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_B_004_cropped__F__5	2023-08-08_fluor	fluor_B_004_cropped	F	5	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	0.0101	100	1	100-1	4008125	40081.25	4048206.25	6.60294136561483	4.60295209247889	6.60726273832466	5	F5	1892	0.330411696806464	0.377303828552294	0.235919715763885	0.344778465468121	0.394321766561514	0.258165086014623	0.368806461181674	0.412352724594993	0.283676766445162	110	127	83	28	43	17	ID	NA	NA	NA	NA	252.340597275212	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_B_004_cropped__H__5	2023-08-08_fluor	fluor_B_004_cropped	H	5	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	0.01	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	0.01	1	0	1-0	4008125	0	4008125	6.60294136561483	0	6.60294136561483	5	H5	3077	0.332452422388143	0.370034047564191	0.178017462763225	0.346289752650177	0.434131736526946	0.219858156028369	0.370160499877481	0.474523097374543	0.272727272727273	107	135	70	40	66	28	ID	NA	NA	NA	NA	425.568771090446	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_B_004_cropped__A__6	2023-08-08_fluor	fluor_B_004_cropped	A	6	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.0101	1	100	1-100	40081.25	4008125	4048206.25	4.60295209247889	6.60294136561483	6.60726273832466	5	A6	3261	0.35230352303523	0.352803738317757	0.21078431372549	0.365333333333333	0.396825396825397	0.238726790450928	0.382857142857143	0.415760869565217	0.282608695652174	137	148	89	46	58	12	ID	NA	NA	NA	NA	288.105684449749	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_B_004_cropped__B__6	2023-08-08_fluor	fluor_B_004_cropped	B	6	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	2e-04	1	1	1-1	40081.25	40081.25	80162.5	4.60295209247889	4.60295209247889	4.90397667056787	5	B6	6172	0.340307103227319	0.3877356451055	0.162591243107095	0.350923482849604	0.434782608695652	0.216216216216216	0.367052023121387	0.474522292993631	0.26421524789786	128	158	79	49	80	31	ID	NA	NA	NA	NA	538.25047132933	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_B_004_cropped__C__6	2023-08-08_fluor	fluor_B_004_cropped	C	6	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	0.000101	100	1	100-1	40081.25	400.8125	40482.0625	4.60295209247889	2.60402344310557	4.60727335898347	5	C6	4447	0.334498454139471	0.352818371607516	0.215217391304348	0.367256637168142	0.395454545454545	0.236406619385343	0.393876211316036	0.42015931372549	0.285642737896494	161	170	101	54	65	11	ID	NA	NA	NA	NA	317.390335735938	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_B_004_cropped__D__6	2023-08-08_fluor	fluor_B_004_cropped	D	6	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	1e-04	1	0	1-0	40081.25	0	40081.25	4.60295209247889	0	4.60295209247889	5	D6	2681	0.348958333333333	0.365422396856582	0.201005025125628	0.365909090909091	0.413875598086124	0.217488789237668	0.382932166301969	0.434210526315789	0.271221532091097	151	171	89	60	79	19	ID	NA	NA	NA	NA	401.129676501323	NA	0.301029995663981	0	0.301029995663981
ID__2023_08_08_fluor__fluor_B_004_cropped__E__6	2023-08-08_fluor	fluor_B_004_cropped	E	6	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0.01	0.01	0.0101	1	100	1-100	40081.25	4008125	4048206.25	4.60295209247889	6.60294136561483	6.60726273832466	5	E6	3229	0.333333333333333	0.375792635894938	0.226584982014388	0.347133757961783	0.392282958199357	0.25974025974026	0.368033333333333	0.42809364548495	0.275862068965517	106	121	79	27	41	14	ID	NA	NA	NA	NA	242.134974040846	NA	0.301029995663981	2.00432137378264	-0.566947129219436
ID__2023_08_08_fluor__fluor_B_004_cropped__F__6	2023-08-08_fluor	fluor_B_004_cropped	F	6	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-04	1e-04	2e-04	1	1	1-1	40081.25	40081.25	80162.5	4.60295209247889	4.60295209247889	4.90397667056787	5	F6	2594	0.343034833228818	0.350299740503058	0.213998491302804	0.362704918032787	0.378704105755778	0.258364312267658	0.38193984085257	0.427728613569322	0.289714440091074	169	175	119	49	56	6	ID	NA	NA	NA	NA	232.161340628544	NA	0.301029995663981	0.301029995663981	0
ID__2023_08_08_fluor__fluor_B_004_cropped__G__6	2023-08-08_fluor	fluor_B_004_cropped	G	6	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	1e-06	1e-06	0.000101	100	1	100-1	40081.25	400.8125	40482.0625	4.60295209247889	2.60402344310557	4.60727335898347	5	G6	2	0.354571428571429	0.341064182194617	0.299221532091097	0.357142857142857	0.342815734989648	0.300041407867495	0.359714285714286	0.344567287784679	0.300861283643892	196.5	188.5	165	31.5	23.5	-8	ID	NA	NA	NA	NA	3.57840941039747	NA	2.00432137378264	0.301029995663981	1.30918686255914
ID__2023_08_08_fluor__fluor_B_004_cropped__H__6	2023-08-08_fluor	fluor_B_004_cropped	H	6	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	NA	NA	NA	WCS365Neon-N2C3Crim-B	0	0	1e-04	1	0	1-0	40081.25	0	40081.25	4.60295209247889	0	4.60295209247889	5	H6	1690	0.335472534267752	0.358856008661133	0.238916596562913	0.34375	0.398713826366559	0.25705329153605	0.378586809118897	0.408637873754153	0.281009557595722	110	127	82	28	45	18	ID	NA	NA	NA	NA	261.479632215417	NA	0.301029995663981	0	0.301029995663981
