plate,experiment,row,col,plant_quality,strain0,strain1,strain2,strain1_od,strain2_od,transfer_h,Type,plate_filled_with,date_ster,date_germ,date_inoc,date_process,plant,light_lx,temp_dn,MS,MES,pH
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,2,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,3,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,4,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,5,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,6,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,7,good,NA,MOCK,N2C3-_crim,0,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,8,good,NA,MOCK,N2C3-_crim,0,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,9,good,NA,MOCK,N2C3-_crim,0,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,10,good,NA,MOCK,N2C3-_crim,0,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,11,good,NA,MOCK,N2C3-_crim,0,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,A,12,good,NA,MOCK,N2C3-_crim,0,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,1,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,2,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,3,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,4,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,5,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,6,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,7,good,NA,MOCK,N2C3-_crim,0,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,8,good,NA,MOCK,N2C3-_crim,0,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,9,good,NA,MOCK,N2C3-_crim,0,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,10,good,NA,MOCK,N2C3-_crim,0,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,11,good,NA,MOCK,N2C3-_crim,0,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,B,12,good,NA,MOCK,N2C3-_crim,0,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,1,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,2,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,3,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,4,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,5,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,6,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,7,good,NA,MOCK,N2C3-_crim,0,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,8,good,NA,MOCK,N2C3-_crim,0,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,9,good,NA,MOCK,N2C3-_crim,0,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,10,good,NA,MOCK,N2C3-_crim,0,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,11,good,NA,MOCK,N2C3-_crim,0,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,C,12,good,NA,MOCK,N2C3-_crim,0,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,1,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,2,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,3,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,4,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,5,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,6,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,7,good,NA,MOCK,N2C3-_crim,0,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,8,good,NA,MOCK,N2C3-_crim,0,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,9,good,NA,MOCK,N2C3-_crim,0,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,10,good,NA,MOCK,N2C3-_crim,0,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,11,good,NA,MOCK,N2C3-_crim,0,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,D,12,good,NA,MOCK,N2C3-_crim,0,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,1,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,2,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,3,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,4,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,5,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,6,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,7,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,8,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,9,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,10,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,11,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,E,12,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.0001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,1,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,2,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,3,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,4,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,5,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,6,good,NA,MOCK,MOCK,0,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,7,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,8,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,9,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,10,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,11,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,F,12,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.001,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,1,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,2,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,3,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,4,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,5,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,6,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,7,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,8,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,9,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,10,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,11,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,G,12,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.01,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,1,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,2,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,3,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,4,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,5,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,6,good,NA,WCS365-_neon,MOCK,0.001,0,6,Priority,MOCK,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,7,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,8,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,9,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,10,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,11,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateA_T6h_Good_Trial5,2024_03_Peffect_Trial5,H,12,good,NA,WCS365-_neon,N2C3-_crim,0.001,0.03,6,Priority,N2C3-_crim,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,1,good,NA,N2C3-_crim,WCS365-_neon,0.001,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,2,good,NA,N2C3-_crim,WCS365-_neon,0.001,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,3,good,NA,N2C3-_crim,WCS365-_neon,0.001,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,4,bad,NA,N2C3-_crim,WCS365-_neon,0.001,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,5,good,NA,N2C3-_crim,WCS365-_neon,0.001,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,6,bad,NA,N2C3-_crim,WCS365-_neon,0.001,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,7,bad,NA,MOCK,WCS365-_neon,0,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,8,bad,NA,MOCK,WCS365-_neon,0,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,9,bad,NA,MOCK,WCS365-_neon,0,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,10,bad,NA,MOCK,WCS365-_neon,0,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,11,bad,NA,MOCK,WCS365-_neon,0,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,A,12,bad,NA,MOCK,WCS365-_neon,0,0.0001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,B,1,good,NA,N2C3-_crim,WCS365-_neon,0.001,0.001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,B,2,good,NA,N2C3-_crim,WCS365-_neon,0.001,0.001,6,Priority,WCS365-_neon,2024-03-13,2024-03-15,2024-03-20,2024-03-27,col0,110,23_23,0.5,0.5,5.8
