experiment,plate,row,col,protect,protect_v2,path,path_v2,plant,protect_od,path_od,date_ster,date_germ,date_inoc,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,G,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,H,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,A,9,WCS365,WCS365,MOCK,N2C3,col0,0.0001,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,B,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,C,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,D,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,E,9,WCS365,WCS365,MOCK,N2C3,col0,0.0001,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,F,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,G,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,H,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,A,10,WCS365,WCS365,MOCK,N2C3,col0,1E-05,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,B,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,C,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,D,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,E,10,WCS365,WCS365,MOCK,N2C3,col0,1E-05,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,F,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,G,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,H,10,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,A,11,WCS365,WCS365,MOCK,N2C3,col0,1E-06,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,B,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,C,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,D,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,E,11,WCS365,WCS365,MOCK,N2C3,col0,1E-06,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,F,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,G,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,H,11,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,A,12,MOCK,WCS365,MOCK,N2C3,col0,0,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,B,12,MOCK,WCS365,N2C3,N2C3,col0,0,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,C,12,MOCK,WCS365,N2C3,N2C3,col0,0,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,D,12,MOCK,WCS365,N2C3,N2C3,col0,0,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,E,12,MOCK,WCS365,MOCK,N2C3,col0,0,0,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,F,12,MOCK,WCS365,N2C3,N2C3,col0,0,0.009,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,G,12,MOCK,WCS365,N2C3,N2C3,col0,0,9E-05,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_a,H,12,MOCK,WCS365,N2C3,N2C3,col0,0,9E-07,2023-06-05,2023-06-08,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,6
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,1,WCS365,WCS365,MOCK,N2C3,col0,0.01,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,1,WCS365,WCS365,MOCK,N2C3,col0,0.01,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,1,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,2,WCS365,WCS365,MOCK,N2C3,col0,0.001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,2,WCS365,WCS365,MOCK,N2C3,col0,0.001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,2,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,3,WCS365,WCS365,MOCK,N2C3,col0,0.0001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,3,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,3,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,3,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,3,WCS365,WCS365,MOCK,N2C3,col0,0.0001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,3,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,3,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,3,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,4,WCS365,WCS365,MOCK,N2C3,col0,1E-05,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,4,WCS365,WCS365,MOCK,N2C3,col0,1E-05,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,4,WCS365,WCS365,N2C3,N2C3,col0,1E-05,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,5,WCS365,WCS365,MOCK,N2C3,col0,1E-06,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,5,WCS365,WCS365,MOCK,N2C3,col0,1E-06,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,5,WCS365,WCS365,N2C3,N2C3,col0,1E-06,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,6,MOCK,WCS365,MOCK,N2C3,col0,0,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,6,MOCK,WCS365,N2C3,N2C3,col0,0,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,6,MOCK,WCS365,N2C3,N2C3,col0,0,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,6,MOCK,WCS365,N2C3,N2C3,col0,0,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,6,MOCK,WCS365,MOCK,N2C3,col0,0,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,6,MOCK,WCS365,N2C3,N2C3,col0,0,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,6,MOCK,WCS365,N2C3,N2C3,col0,0,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,6,MOCK,WCS365,N2C3,N2C3,col0,0,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,7,WCS365,WCS365,MOCK,N2C3,col0,0.01,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,7,WCS365,WCS365,MOCK,N2C3,col0,0.01,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,7,WCS365,WCS365,N2C3,N2C3,col0,0.01,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,8,WCS365,WCS365,MOCK,N2C3,col0,0.001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,8,WCS365,WCS365,MOCK,N2C3,col0,0.001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,8,WCS365,WCS365,N2C3,N2C3,col0,0.001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,9,WCS365,WCS365,MOCK,N2C3,col0,0.0001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,B,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,C,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,D,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,E,9,WCS365,WCS365,MOCK,N2C3,col0,0.0001,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,F,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,0.009,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,G,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-05,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,H,9,WCS365,WCS365,N2C3,N2C3,col0,0.0001,9E-07,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
2023-06-14_age_concentration_Pf5_PROPER,N2C3_WCS365_6&7day_003_b,A,10,WCS365,WCS365,MOCK,N2C3,col0,1E-05,0,2023-06-05,2023-06-07,2023-06-14,2023-06-21,12_12,110,23_23,0.5,0.5,5.8,7
