experiment,plate,row,col,path,protect,plant,protect_od,path_od,date_inoc,date_germ,date_ster,date_process,light_dn,light_lx,temp_dn,MS,MES,pH,notes
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,H,10,MOCK,ATR3A3,col0,0.001,0,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,A,11,N2C3,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,B,11,ATR2A1,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,C,11,MOCK,ATY4B2,col0,0.001,0,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,D,11,ATY2A2,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,E,11,ATR2A1,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,F,11,N2C3,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,G,11,ATY2A2,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,H,11,MOCK,ATY4B2,col0,0.001,0,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,A,12,N2C3,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,B,12,ATR2A1,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,C,12,MOCK,ATY4B2,col0,0.001,0,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,D,12,ATY2A2,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,E,12,ATR2A1,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,F,12,N2C3,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,G,12,ATY2A2,ATY4B2,col0,0.001,0.001,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
2022-12-10_ahtal_96_polymyxan2c3,athal_scan_004_cropped,H,12,MOCK,ATY4B2,col0,0.001,0,2022-12-10,2022-12-05,2022-12-02,2022-12-19,,,,0.5,0.5,5.8,
