plate_alias,row,col,Neon-raw,Crim-raw,Neon-cfu,Crim-cfu,Neon-100,Crim-100
Nneon_WcrimLacZ_B_004_cropped,G,10,26773,137513,,,,
Nneon_WcrimLacZ_B_004_cropped,H,10,23893,96149,,,,
Nneon_WcrimLacZ_B_004_cropped,A,11,199695,2175,,,,
Nneon_WcrimLacZ_B_004_cropped,B,11,256194,3807,,,,
Nneon_WcrimLacZ_B_004_cropped,C,11,82455,7889,,,,
Nneon_WcrimLacZ_B_004_cropped,D,11,19893,47077,,,,
Nneon_WcrimLacZ_B_004_cropped,E,11,155066,4899,,,,
Nneon_WcrimLacZ_B_004_cropped,F,11,220086,1906,,,,
Nneon_WcrimLacZ_B_004_cropped,G,11,180773,60164,,,,
Nneon_WcrimLacZ_B_004_cropped,H,11,21447,63724,,,,
Nneon_WcrimLacZ_B_004_cropped,A,12,109723,3262,,,,
Nneon_WcrimLacZ_B_004_cropped,B,12,135862,2175,,,,
Nneon_WcrimLacZ_B_004_cropped,C,12,257611,1904,,,,
Nneon_WcrimLacZ_B_004_cropped,D,12,18351,1904,,,,
Nneon_WcrimLacZ_B_004_cropped,E,12,203400,816,,,,
Nneon_WcrimLacZ_B_004_cropped,F,12,334907,1633,,,,
Nneon_WcrimLacZ_B_004_cropped,G,12,262710,2995,,,,
Nneon_WcrimLacZ_B_004_cropped,H,12,21022,1633,,,,
