plate_alias,row,col,Neon-raw,Crim-raw
NW_bothcrimneon_allLacZ,A,9,133308,4233
NW_bothcrimneon_allLacZ,B,9,202514,3970
NW_bothcrimneon_allLacZ,C,9,14926,2913
NW_bothcrimneon_allLacZ,D,9,14107,3177
NW_bothcrimneon_allLacZ,E,9,24730,215384
NW_bothcrimneon_allLacZ,F,9,29749,189654
NW_bothcrimneon_allLacZ,G,9,12438,1855
NW_bothcrimneon_allLacZ,H,9,12929,3443
NW_bothcrimneon_allLacZ,A,10,109091,3440
NW_bothcrimneon_allLacZ,B,10,216371,3705
NW_bothcrimneon_allLacZ,C,10,13890,3443
NW_bothcrimneon_allLacZ,D,10,12924,3707
NW_bothcrimneon_allLacZ,E,10,21962,132729
NW_bothcrimneon_allLacZ,F,10,27869,356545
NW_bothcrimneon_allLacZ,G,10,12577,2384
NW_bothcrimneon_allLacZ,H,10,13552,2649
NW_bothcrimneon_allLacZ,A,11,82449,3705
NW_bothcrimneon_allLacZ,B,11,156551,1852
NW_bothcrimneon_allLacZ,C,11,176076,5032
NW_bothcrimneon_allLacZ,D,11,189541,3971
NW_bothcrimneon_allLacZ,E,11,77980,40268
NW_bothcrimneon_allLacZ,F,11,237541,55071
NW_bothcrimneon_allLacZ,G,11,431702,3709
NW_bothcrimneon_allLacZ,H,11,145090,2118
NW_bothcrimneon_allLacZ,A,12,42960,2911
NW_bothcrimneon_allLacZ,B,12,59549,2115
NW_bothcrimneon_allLacZ,C,12,66602,2384
NW_bothcrimneon_allLacZ,D,12,66010,4761
NW_bothcrimneon_allLacZ,E,12,181333,117354
NW_bothcrimneon_allLacZ,F,12,241095,117485
NW_bothcrimneon_allLacZ,G,12,232861,2384
NW_bothcrimneon_allLacZ,H,12,103256,3969
