plate_alias,row,col,Neon-raw,Crim-raw,Neon-cfu,Crim-cfu
Ncrim_WneonLacZ_A_001_crop,E,11,19461,133279,,
Ncrim_WneonLacZ_A_001_crop,F,11,17556,132216,,
Ncrim_WneonLacZ_A_001_crop,G,11,237210,29850,,
Ncrim_WneonLacZ_A_001_crop,H,11,149813,2618,,
Ncrim_WneonLacZ_A_001_crop,A,12,16366,152279,,
Ncrim_WneonLacZ_A_001_crop,B,12,13478,47058,,
Ncrim_WneonLacZ_A_001_crop,C,12,18546,153938,,
Ncrim_WneonLacZ_A_001_crop,D,12,13195,3138,,
Ncrim_WneonLacZ_A_001_crop,E,12,13398,66504,,
Ncrim_WneonLacZ_A_001_crop,F,12,14033,71929,,
Ncrim_WneonLacZ_A_001_crop,G,12,12335,52633,,
Ncrim_WneonLacZ_A_001_crop,H,12,11491,1569,,
Ncrim_WneonLacZ_B_002_crop,A,1,288362,104283,,
Ncrim_WneonLacZ_B_002_crop,B,1,290199,4454,,
Ncrim_WneonLacZ_B_002_crop,C,1,1018422,3142,,
Ncrim_WneonLacZ_B_002_crop,D,1,590295,2097,,
Ncrim_WneonLacZ_B_002_crop,E,1,123371,110834,,
Ncrim_WneonLacZ_B_002_crop,F,1,606462,3147,,
Ncrim_WneonLacZ_B_002_crop,G,1,1722565,2620,,
Ncrim_WneonLacZ_B_002_crop,H,1,1242800,3410,,
Ncrim_WneonLacZ_B_002_crop,A,2,13100,95671,,
Ncrim_WneonLacZ_B_002_crop,B,2,187031,43234,,
Ncrim_WneonLacZ_B_002_crop,C,2,425891,3929,,
Ncrim_WneonLacZ_B_002_crop,D,2,616690,1573,,
Ncrim_WneonLacZ_B_002_crop,E,2,31791,226447,,
Ncrim_WneonLacZ_B_002_crop,F,2,221605,21502,,
Ncrim_WneonLacZ_B_002_crop,G,2,545902,2621,,
Ncrim_WneonLacZ_B_002_crop,H,2,2082378,2623,,
Ncrim_WneonLacZ_B_002_crop,A,3,18245,114731,,
Ncrim_WneonLacZ_B_002_crop,B,3,89762,200176,,
Ncrim_WneonLacZ_B_002_crop,C,3,480172,43757,,
Ncrim_WneonLacZ_B_002_crop,D,3,712600,2097,,
Ncrim_WneonLacZ_B_002_crop,E,3,20986,154144,,
Ncrim_WneonLacZ_B_002_crop,F,3,29071,157323,,
Ncrim_WneonLacZ_B_002_crop,G,3,803688,25694,,
Ncrim_WneonLacZ_B_002_crop,H,3,726047,5246,,
Ncrim_WneonLacZ_B_002_crop,A,4,19350,139715,,
Ncrim_WneonLacZ_B_002_crop,B,4,22704,162163,,
Ncrim_WneonLacZ_B_002_crop,C,4,15325,98796,,
Ncrim_WneonLacZ_B_002_crop,D,4,41546,380915,,
Ncrim_WneonLacZ_B_002_crop,E,4,15056,158361,,
Ncrim_WneonLacZ_B_002_crop,F,4,23143,167823,,
Ncrim_WneonLacZ_B_002_crop,G,4,34724,141599,,
Ncrim_WneonLacZ_B_002_crop,H,4,13113,3934,,
Ncrim_WneonLacZ_B_002_crop,A,5,317806,67690,,
Ncrim_WneonLacZ_B_002_crop,B,5,320073,5763,,
Ncrim_WneonLacZ_B_002_crop,C,5,406554,2883,,
Ncrim_WneonLacZ_B_002_crop,D,5,473440,4194,,
Ncrim_WneonLacZ_B_002_crop,E,5,656326,117444,,
Ncrim_WneonLacZ_B_002_crop,F,5,652336,4195,,
Ncrim_WneonLacZ_B_002_crop,G,5,745856,3671,,
Ncrim_WneonLacZ_B_002_crop,H,5,1033892,3934,,
Ncrim_WneonLacZ_B_002_crop,A,6,21646,170503,,
Ncrim_WneonLacZ_B_002_crop,B,6,539826,46103,,
Ncrim_WneonLacZ_B_002_crop,C,6,274168,5241,,
Ncrim_WneonLacZ_B_002_crop,D,6,555261,3931,,
Ncrim_WneonLacZ_B_002_crop,E,6,329135,210006,,
Ncrim_WneonLacZ_B_002_crop,F,6,649232,24646,,
Ncrim_WneonLacZ_B_002_crop,G,6,1086843,3671,,
Ncrim_WneonLacZ_B_002_crop,H,6,603529,2885,,
Ncrim_WneonLacZ_B_002_crop,A,7,14826,85807,,
Ncrim_WneonLacZ_B_002_crop,B,7,27158,300229,,
Ncrim_WneonLacZ_B_002_crop,C,7,845106,28040,,
Ncrim_WneonLacZ_B_002_crop,D,7,341099,5504,,
Ncrim_WneonLacZ_B_002_crop,E,7,22029,172528,,
Ncrim_WneonLacZ_B_002_crop,F,7,21124,127421,,
Ncrim_WneonLacZ_B_002_crop,G,7,281944,15211,,
Ncrim_WneonLacZ_B_002_crop,H,7,121692,3672,,
Ncrim_WneonLacZ_B_002_crop,A,8,17471,163296,,
Ncrim_WneonLacZ_B_002_crop,B,8,22355,167388,,
Ncrim_WneonLacZ_B_002_crop,C,8,26125,223569,,
Ncrim_WneonLacZ_B_002_crop,D,8,15195,4979,,
Ncrim_WneonLacZ_B_002_crop,E,8,22587,202426,,
Ncrim_WneonLacZ_B_002_crop,F,8,26143,243329,,
Ncrim_WneonLacZ_B_002_crop,G,8,52364,244463,,
Ncrim_WneonLacZ_B_002_crop,H,8,12549,4196,,
Ncrim_WneonLacZ_B_002_crop,A,9,205308,56537,,
Ncrim_WneonLacZ_B_002_crop,B,9,1050960,3404,,
Ncrim_WneonLacZ_B_002_crop,C,9,577721,4456,,
Ncrim_WneonLacZ_B_002_crop,D,9,678985,2621,,
Ncrim_WneonLacZ_B_002_crop,E,9,425313,114054,,
Ncrim_WneonLacZ_B_002_crop,F,9,441098,4981,,
Ncrim_WneonLacZ_B_002_crop,G,9,635804,3410,,
Ncrim_WneonLacZ_B_002_crop,H,9,1156334,2360,,
Ncrim_WneonLacZ_B_002_crop,A,10,21998,185074,,
Ncrim_WneonLacZ_B_002_crop,B,10,116806,41110,,
Ncrim_WneonLacZ_B_002_crop,C,10,702359,5242,,
Ncrim_WneonLacZ_B_002_crop,D,10,412515,3931,,
Ncrim_WneonLacZ_B_002_crop,E,10,100009,288435,,
Ncrim_WneonLacZ_B_002_crop,F,10,1432719,32506,,
Ncrim_WneonLacZ_B_002_crop,G,10,507365,2098,,
Ncrim_WneonLacZ_B_002_crop,H,10,252415,1573,,
Ncrim_WneonLacZ_B_002_crop,A,11,23180,161022,,
Ncrim_WneonLacZ_B_002_crop,B,11,14762,74087,,
Ncrim_WneonLacZ_B_002_crop,C,11,525715,12319,,
Ncrim_WneonLacZ_B_002_crop,D,11,369967,3406,,
Ncrim_WneonLacZ_B_002_crop,E,11,31233,288212,,
Ncrim_WneonLacZ_B_002_crop,F,11,21545,116895,,
Ncrim_WneonLacZ_B_002_crop,G,11,127914,28326,,
Ncrim_WneonLacZ_B_002_crop,H,11,321469,3670,,
Ncrim_WneonLacZ_B_002_crop,A,12,14063,94267,,
Ncrim_WneonLacZ_B_002_crop,B,12,13714,75108,,
Ncrim_WneonLacZ_B_002_crop,C,12,13656,52685,,
Ncrim_WneonLacZ_B_002_crop,D,12,11501,2095,,
Ncrim_WneonLacZ_B_002_crop,E,12,22312,115895,,
Ncrim_WneonLacZ_B_002_crop,F,12,20638,158753,,
Ncrim_WneonLacZ_B_002_crop,G,12,20149,330756,,
Ncrim_WneonLacZ_B_002_crop,H,12,14365,2096,,
Nneon_WcrimLacZ_A_003_crop,A,1,201177,27133,,
Nneon_WcrimLacZ_A_003_crop,B,1,20973,90753,,
Nneon_WcrimLacZ_A_003_crop,C,1,20977,513842,,
Nneon_WcrimLacZ_A_003_crop,D,1,22091,404179,,
Nneon_WcrimLacZ_A_003_crop,E,1,404054,49296,,
Nneon_WcrimLacZ_A_003_crop,F,1,24107,108937,,
Nneon_WcrimLacZ_A_003_crop,G,1,16285,144812,,
Nneon_WcrimLacZ_A_003_crop,H,1,14760,94269,,
Nneon_WcrimLacZ_A_003_crop,A,2,252474,2343,,
Nneon_WcrimLacZ_A_003_crop,B,2,258394,10492,,
Nneon_WcrimLacZ_A_003_crop,C,2,33162,484686,,
Nneon_WcrimLacZ_A_003_crop,D,2,17452,214660,,
Nneon_WcrimLacZ_A_003_crop,E,2,326986,20202,,
Nneon_WcrimLacZ_A_003_crop,F,2,259570,118133,,
Nneon_WcrimLacZ_A_003_crop,G,2,19882,134892,,
Nneon_WcrimLacZ_A_003_crop,H,2,14071,107932,,
Nneon_WcrimLacZ_A_003_crop,A,3,326117,2611,,
Nneon_WcrimLacZ_A_003_crop,B,3,334264,11540,,
Nneon_WcrimLacZ_A_003_crop,C,3,369311,31214,,
Nneon_WcrimLacZ_A_003_crop,D,3,21194,282399,,
Nneon_WcrimLacZ_A_003_crop,E,3,510695,3411,,
Nneon_WcrimLacZ_A_003_crop,F,3,571569,6562,,
Nneon_WcrimLacZ_A_003_crop,G,3,385958,207111,,
Nneon_WcrimLacZ_A_003_crop,H,3,20714,277315,,
Nneon_WcrimLacZ_A_003_crop,A,4,222810,2615,,
Nneon_WcrimLacZ_A_003_crop,B,4,583155,3672,,
Nneon_WcrimLacZ_A_003_crop,C,4,461268,3148,,
Nneon_WcrimLacZ_A_003_crop,D,4,12884,2624,,
Nneon_WcrimLacZ_A_003_crop,E,4,264842,4199,,
Nneon_WcrimLacZ_A_003_crop,F,4,297244,5250,,
Nneon_WcrimLacZ_A_003_crop,G,4,393775,2625,,
Nneon_WcrimLacZ_A_003_crop,H,4,11298,2888,,
Nneon_WcrimLacZ_A_003_crop,A,5,245446,109120,2033.333333,1933.333333
Nneon_WcrimLacZ_A_003_crop,B,5,31773,166275,166.6666667,2166.666667
Nneon_WcrimLacZ_A_003_crop,C,5,22361,256330,0,4600
Nneon_WcrimLacZ_A_003_crop,D,5,26465,232731,0,4166.666667
Nneon_WcrimLacZ_A_003_crop,E,5,434558,228333,1600,3366.666667
Nneon_WcrimLacZ_A_003_crop,F,5,27162,244887,0,8500
Nneon_WcrimLacZ_A_003_crop,G,5,21268,208472,0,3133.333333
Nneon_WcrimLacZ_A_003_crop,H,5,16564,194288,0,10666.66667
Nneon_WcrimLacZ_A_003_crop,A,6,242324,4189,2300,1933.333333
Nneon_WcrimLacZ_A_003_crop,B,6,243426,11276,100,2700
Nneon_WcrimLacZ_A_003_crop,C,6,21394,113864,0,12333.33333
Nneon_WcrimLacZ_A_003_crop,D,6,21471,176331,0,10500
Nneon_WcrimLacZ_A_003_crop,E,6,231215,93694,6000,10333.33333
Nneon_WcrimLacZ_A_003_crop,F,6,167090,34384,100,12000
Nneon_WcrimLacZ_A_003_crop,G,6,17949,84012,0,9333.333333
Nneon_WcrimLacZ_A_003_crop,H,6,19060,400735,0,12000
Nneon_WcrimLacZ_A_003_crop,A,7,219046,3143,2533.333333,0
Nneon_WcrimLacZ_A_003_crop,B,7,266229,2360,3133.333333,0
Nneon_WcrimLacZ_A_003_crop,C,7,183440,29647,2466.666667,566.6666667
Nneon_WcrimLacZ_A_003_crop,D,7,21953,204668,0,8500
Nneon_WcrimLacZ_A_003_crop,E,7,400252,3674,1533.333333,0
Nneon_WcrimLacZ_A_003_crop,F,7,452900,129404,2600,2200
Nneon_WcrimLacZ_A_003_crop,G,7,176230,33866,2100,633.3333333
Nneon_WcrimLacZ_A_003_crop,H,7,21621,531805,0,17000
Nneon_WcrimLacZ_A_003_crop,A,8,191975,3668,2633.333333,0
Nneon_WcrimLacZ_A_003_crop,B,8,183361,2622,2600,0
Nneon_WcrimLacZ_A_003_crop,C,8,365835,4722,2700,0
Nneon_WcrimLacZ_A_003_crop,D,8,13094,3149,0,0
Nneon_WcrimLacZ_A_003_crop,E,8,314025,3150,3166.666667,0
Nneon_WcrimLacZ_A_003_crop,F,8,511250,3150,11000,0
Nneon_WcrimLacZ_A_003_crop,G,8,346726,3675,2833.333333,0
Nneon_WcrimLacZ_A_003_crop,H,8,9909,2363,0,0
Nneon_WcrimLacZ_A_003_crop,A,9,181967,57913,,
Nneon_WcrimLacZ_A_003_crop,B,9,17858,144476,,
Nneon_WcrimLacZ_A_003_crop,C,9,22710,284991,,
Nneon_WcrimLacZ_A_003_crop,D,9,20576,317214,,
Nneon_WcrimLacZ_A_003_crop,E,9,497697,213149,,
Nneon_WcrimLacZ_A_003_crop,F,9,33820,191858,,
Nneon_WcrimLacZ_A_003_crop,G,9,25631,561803,,
Nneon_WcrimLacZ_A_003_crop,H,9,27242,523578,,
Nneon_WcrimLacZ_A_003_crop,A,10,238579,2097,,
Nneon_WcrimLacZ_A_003_crop,B,10,166615,8389,,
Nneon_WcrimLacZ_A_003_crop,C,10,33507,240084,,
Nneon_WcrimLacZ_A_003_crop,D,10,18909,183108,,
Nneon_WcrimLacZ_A_003_crop,E,10,395431,3412,,
Nneon_WcrimLacZ_A_003_crop,F,10,387706,51701,,
Nneon_WcrimLacZ_A_003_crop,G,10,26606,200622,,
Nneon_WcrimLacZ_A_003_crop,H,10,12887,109730,,
Nneon_WcrimLacZ_A_003_crop,A,11,331014,2359,,
Nneon_WcrimLacZ_A_003_crop,B,11,214999,2621,,
Nneon_WcrimLacZ_A_003_crop,C,11,226661,215170,,
Nneon_WcrimLacZ_A_003_crop,D,11,16625,108844,,
Nneon_WcrimLacZ_A_003_crop,E,11,300885,2362,,
Nneon_WcrimLacZ_A_003_crop,F,11,612933,3673,,
Nneon_WcrimLacZ_A_003_crop,G,11,291382,11553,,
Nneon_WcrimLacZ_A_003_crop,H,11,14624,203933,,
Nneon_WcrimLacZ_A_003_crop,A,12,207392,3670,,
Nneon_WcrimLacZ_A_003_crop,B,12,220456,3143,,
Nneon_WcrimLacZ_A_003_crop,C,12,169300,1574,,
Nneon_WcrimLacZ_A_003_crop,D,12,8725,3145,,
Nneon_WcrimLacZ_A_003_crop,E,12,184554,3675,,
Nneon_WcrimLacZ_A_003_crop,F,12,215317,2622,,
Nneon_WcrimLacZ_A_003_crop,G,12,233221,1575,,
Nneon_WcrimLacZ_A_003_crop,H,12,10122,1574,,
Nneon_WcrimLacZ_B_004_crop,A,1,774613,59360,,
Nneon_WcrimLacZ_B_004_crop,B,1,28799,217605,,
Nneon_WcrimLacZ_B_004_crop,C,1,14435,122538,,
Nneon_WcrimLacZ_B_004_crop,D,1,14581,60285,,
Nneon_WcrimLacZ_B_004_crop,E,1,136033,71311,,
Nneon_WcrimLacZ_B_004_crop,F,1,19337,144098,,
Nneon_WcrimLacZ_B_004_crop,G,1,16719,120848,,
Nneon_WcrimLacZ_B_004_crop,H,1,14179,64552,,
Nneon_WcrimLacZ_B_004_crop,A,2,179430,2350,,
Nneon_WcrimLacZ_B_004_crop,B,2,311682,105774,,
Nneon_WcrimLacZ_B_004_crop,C,2,20282,159658,,
Nneon_WcrimLacZ_B_004_crop,D,2,16850,43697,,
Nneon_WcrimLacZ_B_004_crop,E,2,373440,2106,,
Nneon_WcrimLacZ_B_004_crop,F,2,229460,16327,,
Nneon_WcrimLacZ_B_004_crop,G,2,26633,178503,,
Nneon_WcrimLacZ_B_004_crop,H,2,28155,445912,,
Nneon_WcrimLacZ_B_004_crop,A,3,254271,3143,,
Nneon_WcrimLacZ_B_004_crop,B,3,392580,5262,,
Nneon_WcrimLacZ_B_004_crop,C,3,118761,47626,,
Nneon_WcrimLacZ_B_004_crop,D,3,13823,68973,,
Nneon_WcrimLacZ_B_004_crop,E,3,335384,2896,,
Nneon_WcrimLacZ_B_004_crop,F,3,263431,3950,,
Nneon_WcrimLacZ_B_004_crop,G,3,227457,46619,,
Nneon_WcrimLacZ_B_004_crop,H,3,22434,486438,,
Nneon_WcrimLacZ_B_004_crop,A,4,222922,3934,,
Nneon_WcrimLacZ_B_004_crop,B,4,480256,3157,,
Nneon_WcrimLacZ_B_004_crop,C,4,431746,4210,,
Nneon_WcrimLacZ_B_004_crop,D,4,14170,2369,,
Nneon_WcrimLacZ_B_004_crop,E,4,336173,3949,,
Nneon_WcrimLacZ_B_004_crop,F,4,605265,5003,,
Nneon_WcrimLacZ_B_004_crop,G,4,253374,5795,,
Nneon_WcrimLacZ_B_004_crop,H,4,13768,5005,,
Nneon_WcrimLacZ_B_004_crop,A,5,503196,230745,,
Nneon_WcrimLacZ_B_004_crop,B,5,29692,391506,,
Nneon_WcrimLacZ_B_004_crop,C,5,20213,100541,,
Nneon_WcrimLacZ_B_004_crop,D,5,22773,142139,,
Nneon_WcrimLacZ_B_004_crop,E,5,258152,227562,,
Nneon_WcrimLacZ_B_004_crop,F,5,40469,132748,,
Nneon_WcrimLacZ_B_004_crop,G,5,17270,159857,,
Nneon_WcrimLacZ_B_004_crop,H,5,18727,221317,,
Nneon_WcrimLacZ_B_004_crop,A,6,339750,4727,,
Nneon_WcrimLacZ_B_004_crop,B,6,123512,33416,,
Nneon_WcrimLacZ_B_004_crop,C,6,29017,71865,,
Nneon_WcrimLacZ_B_004_crop,D,6,16508,58699,,
Nneon_WcrimLacZ_B_004_crop,E,6,333212,3687,,
Nneon_WcrimLacZ_B_004_crop,F,6,191386,262033,,
Nneon_WcrimLacZ_B_004_crop,G,6,23741,109055,,
Nneon_WcrimLacZ_B_004_crop,H,6,20098,210207,,
Nneon_WcrimLacZ_B_004_crop,A,7,354694,3678,,
Nneon_WcrimLacZ_B_004_crop,B,7,385044,2367,,
Nneon_WcrimLacZ_B_004_crop,C,7,201011,82645,,
Nneon_WcrimLacZ_B_004_crop,D,7,21114,198478,,
Nneon_WcrimLacZ_B_004_crop,E,7,366075,3423,,
Nneon_WcrimLacZ_B_004_crop,F,7,254625,4477,,
Nneon_WcrimLacZ_B_004_crop,G,7,112264,33723,,
Nneon_WcrimLacZ_B_004_crop,H,7,22643,474325,,
Nneon_WcrimLacZ_B_004_crop,A,8,210198,4205,,
Nneon_WcrimLacZ_B_004_crop,B,8,443116,3682,,
Nneon_WcrimLacZ_B_004_crop,C,8,286463,4475,,
Nneon_WcrimLacZ_B_004_crop,D,8,15957,3685,,
Nneon_WcrimLacZ_B_004_crop,E,8,297591,4213,,
Nneon_WcrimLacZ_B_004_crop,F,8,182261,4477,,
Nneon_WcrimLacZ_B_004_crop,G,8,228027,4214,,
Nneon_WcrimLacZ_B_004_crop,H,8,18856,2634,,
Nneon_WcrimLacZ_B_004_crop,A,9,290350,100153,,
Nneon_WcrimLacZ_B_004_crop,B,9,21101,163089,,
Nneon_WcrimLacZ_B_004_crop,C,9,20832,196113,,
Nneon_WcrimLacZ_B_004_crop,D,9,22288,170832,,
Nneon_WcrimLacZ_B_004_crop,E,9,316160,100066,,
Nneon_WcrimLacZ_B_004_crop,F,9,35246,379445,,
Nneon_WcrimLacZ_B_004_crop,G,9,20917,186247,,
Nneon_WcrimLacZ_B_004_crop,H,9,17759,209426,,
Nneon_WcrimLacZ_B_004_crop,A,10,214398,2629,,
Nneon_WcrimLacZ_B_004_crop,B,10,176299,24453,,
Nneon_WcrimLacZ_B_004_crop,C,10,17944,30011,,
Nneon_WcrimLacZ_B_004_crop,D,10,20706,159479,,
Nneon_WcrimLacZ_B_004_crop,E,10,307888,2897,,
Nneon_WcrimLacZ_B_004_crop,F,10,143526,7372,,
Nneon_WcrimLacZ_B_004_crop,G,10,20095,110124,,
Nneon_WcrimLacZ_B_004_crop,H,10,15624,160106,,
Nneon_WcrimLacZ_B_004_crop,A,11,253069,2629,,
Nneon_WcrimLacZ_B_004_crop,B,11,571194,3154,,
Nneon_WcrimLacZ_B_004_crop,C,11,197600,7107,,
Nneon_WcrimLacZ_B_004_crop,D,11,16785,114447,,
Nneon_WcrimLacZ_B_004_crop,E,11,238690,1844,,
Nneon_WcrimLacZ_B_004_crop,F,11,227526,4211,,
Nneon_WcrimLacZ_B_004_crop,G,11,125541,44251,,
Nneon_WcrimLacZ_B_004_crop,H,11,14663,127966,,
Nneon_WcrimLacZ_B_004_crop,A,12,141565,2367,,
Nneon_WcrimLacZ_B_004_crop,B,12,167107,3942,,
Nneon_WcrimLacZ_B_004_crop,C,12,121784,4212,,
Nneon_WcrimLacZ_B_004_crop,D,12,14374,3681,,
Nneon_WcrimLacZ_B_004_crop,E,12,248669,4477,,
Nneon_WcrimLacZ_B_004_crop,F,12,421300,3948,,
Nneon_WcrimLacZ_B_004_crop,G,12,328081,527,,
Nneon_WcrimLacZ_B_004_crop,H,12,14315,2105,,
