plate_alias,row,col,Neon-raw,Crim-raw,Neon-cfu,Crim-cfu
WCS365Neon-N2C3Crim-C,D,8,21053,188661,,
WCS365Neon-N2C3Crim-C,E,8,33327,280679,,
WCS365Neon-N2C3Crim-C,F,8,20916,166613,,
WCS365Neon-N2C3Crim-C,G,8,17474,114315,,
WCS365Neon-N2C3Crim-C,H,8,15789,120156,,
WCS365Neon-N2C3Crim-C,A,9,142127,99692,,
WCS365Neon-N2C3Crim-C,B,9,679307,14210,,
WCS365Neon-N2C3Crim-C,C,9,239704,3555,,
WCS365Neon-N2C3Crim-C,D,9,300844,4824,,
WCS365Neon-N2C3Crim-C,E,9,178463,139699,,
WCS365Neon-N2C3Crim-C,F,9,282656,13966,,
WCS365Neon-N2C3Crim-C,G,9,295243,3811,,
WCS365Neon-N2C3Crim-C,H,9,235960,2286,,
WCS365Neon-N2C3Crim-C,A,10,14940,98179,,
WCS365Neon-N2C3Crim-C,B,10,187659,67246,,
WCS365Neon-N2C3Crim-C,C,10,382649,4317,,
WCS365Neon-N2C3Crim-C,D,10,202204,6600,,
WCS365Neon-N2C3Crim-C,E,10,38177,361220,,
WCS365Neon-N2C3Crim-C,F,10,390696,133552,,
WCS365Neon-N2C3Crim-C,G,10,150319,3302,,
WCS365Neon-N2C3Crim-C,H,10,184760,2540,,
WCS365Neon-N2C3Crim-C,A,11,16272,137281,,
WCS365Neon-N2C3Crim-C,B,11,20625,202968,,
WCS365Neon-N2C3Crim-C,C,11,617374,129016,,
WCS365Neon-N2C3Crim-C,D,11,137548,6599,,
WCS365Neon-N2C3Crim-C,E,11,21120,209813,,
WCS365Neon-N2C3Crim-C,F,11,21057,170609,,
WCS365Neon-N2C3Crim-C,G,11,295320,70620,,
WCS365Neon-N2C3Crim-C,H,11,90473,12442,,
WCS365Neon-N2C3Crim-C,A,12,15082,96945,,
WCS365Neon-N2C3Crim-C,B,12,15151,107509,,
WCS365Neon-N2C3Crim-C,C,12,15293,83810,,
WCS365Neon-N2C3Crim-C,D,12,14313,81676,,
WCS365Neon-N2C3Crim-C,E,12,16560,205749,,
WCS365Neon-N2C3Crim-C,F,12,14946,169999,,
WCS365Neon-N2C3Crim-C,G,12,16139,183931,,
WCS365Neon-N2C3Crim-C,H,12,14314,69523,,
WCS365Crim-N2C3Neon-C,A,1,371314,209921,,
WCS365Crim-N2C3Neon-C,B,1,23980,213299,,
WCS365Crim-N2C3Neon-C,C,1,18435,159376,,
WCS365Crim-N2C3Neon-C,D,1,16601,141475,,
WCS365Crim-N2C3Neon-C,E,1,162721,68987,,
WCS365Crim-N2C3Neon-C,F,1,16174,114141,,
WCS365Crim-N2C3Neon-C,G,1,23158,354986,,
WCS365Crim-N2C3Neon-C,H,1,15195,94453,,
WCS365Crim-N2C3Neon-C,A,2,247877,6596,,
WCS365Crim-N2C3Neon-C,B,2,405196,94624,,
WCS365Crim-N2C3Neon-C,C,2,32366,222352,,
WCS365Crim-N2C3Neon-C,D,2,21592,188045,,
WCS365Crim-N2C3Neon-C,E,2,322037,7414,,
WCS365Crim-N2C3Neon-C,F,2,82102,153282,,
WCS365Crim-N2C3Neon-C,G,2,14426,58044,,
WCS365Crim-N2C3Neon-C,H,2,16041,98538,,
WCS365Crim-N2C3Neon-C,A,3,182784,3563,,
WCS365Crim-N2C3Neon-C,B,3,287138,4603,,
WCS365Crim-N2C3Neon-C,C,3,279005,95606,,
WCS365Crim-N2C3Neon-C,D,3,23565,230248,,
WCS365Crim-N2C3Neon-C,E,3,294640,1790,,
WCS365Crim-N2C3Neon-C,F,3,477904,4094,,
WCS365Crim-N2C3Neon-C,G,3,275945,59591,,
WCS365Crim-N2C3Neon-C,H,3,15263,97781,,
WCS365Crim-N2C3Neon-C,A,4,173164,4078,,
WCS365Crim-N2C3Neon-C,B,4,260249,4091,,
WCS365Crim-N2C3Neon-C,C,4,79423,31190,,
WCS365Crim-N2C3Neon-C,D,4,17446,138901,,
WCS365Crim-N2C3Neon-C,E,4,506722,4092,,
WCS365Crim-N2C3Neon-C,F,4,333636,3326,,
WCS365Crim-N2C3Neon-C,G,4,134561,32231,,
WCS365Crim-N2C3Neon-C,H,4,18152,158674,,
WCS365Crim-N2C3Neon-C,A,5,81342,105611,,
WCS365Crim-N2C3Neon-C,B,5,21455,223766,,
WCS365Crim-N2C3Neon-C,C,5,22511,236762,,
WCS365Crim-N2C3Neon-C,D,5,22162,191094,,
WCS365Crim-N2C3Neon-C,E,5,133173,230442,,
WCS365Crim-N2C3Neon-C,F,5,24348,205737,,
WCS365Crim-N2C3Neon-C,G,5,24494,230775,,
WCS365Crim-N2C3Neon-C,H,5,20689,128229,,
WCS365Crim-N2C3Neon-C,A,6,162053,5104,,
WCS365Crim-N2C3Neon-C,B,6,220304,137841,,
WCS365Crim-N2C3Neon-C,C,6,29611,177707,,
WCS365Crim-N2C3Neon-C,D,6,22296,165507,,
WCS365Crim-N2C3Neon-C,E,6,395406,6649,,
WCS365Crim-N2C3Neon-C,F,6,186109,174271,,
WCS365Crim-N2C3Neon-C,G,6,26394,186480,,
WCS365Crim-N2C3Neon-C,H,6,14775,105197,,
WCS365Crim-N2C3Neon-C,A,7,147466,2297,,
WCS365Crim-N2C3Neon-C,B,7,383700,6647,,
WCS365Crim-N2C3Neon-C,C,7,174139,106883,,
WCS365Crim-N2C3Neon-C,D,7,32428,238425,,
WCS365Crim-N2C3Neon-C,E,7,303638,4348,,
WCS365Crim-N2C3Neon-C,F,7,379844,11515,,
WCS365Crim-N2C3Neon-C,G,7,198414,35813,,
WCS365Crim-N2C3Neon-C,H,7,20754,176079,,
WCS365Crim-N2C3Neon-C,A,8,158956,1532,,
WCS365Crim-N2C3Neon-C,B,8,196063,5880,,
WCS365Crim-N2C3Neon-C,C,8,426219,17131,,
WCS365Crim-N2C3Neon-C,D,8,26944,151433,,
WCS365Crim-N2C3Neon-C,E,8,269502,3581,,
WCS365Crim-N2C3Neon-C,F,8,402874,2815,,
WCS365Crim-N2C3Neon-C,G,8,247176,9209,,
WCS365Crim-N2C3Neon-C,H,8,17235,133857,,
WCS365Crim-N2C3Neon-C,A,9,78710,61820,,
WCS365Crim-N2C3Neon-C,B,9,30239,292252,,
WCS365Crim-N2C3Neon-C,C,9,22646,188480,,
WCS365Crim-N2C3Neon-C,D,9,20120,173678,,
WCS365Crim-N2C3Neon-C,E,9,134260,74945,,
WCS365Crim-N2C3Neon-C,F,9,24210,162718,,
WCS365Crim-N2C3Neon-C,G,9,27652,256625,,
WCS365Crim-N2C3Neon-C,H,9,19913,128982,,
WCS365Crim-N2C3Neon-C,A,10,79899,4088,,
WCS365Crim-N2C3Neon-C,B,10,49022,104040,,
WCS365Crim-N2C3Neon-C,C,10,21454,187700,,
WCS365Crim-N2C3Neon-C,D,10,24056,157313,,
WCS365Crim-N2C3Neon-C,E,10,404131,5372,,
WCS365Crim-N2C3Neon-C,F,10,94733,85196,,
WCS365Crim-N2C3Neon-C,G,10,23287,159907,,
WCS365Crim-N2C3Neon-C,H,10,16112,77792,,
WCS365Crim-N2C3Neon-C,A,11,41990,1278,,
WCS365Crim-N2C3Neon-C,B,11,275537,3577,,
WCS365Crim-N2C3Neon-C,C,11,54308,69553,,
WCS365Crim-N2C3Neon-C,D,11,19414,171085,,
WCS365Crim-N2C3Neon-C,E,11,234331,2046,,
WCS365Crim-N2C3Neon-C,F,11,144959,10997,,
WCS365Crim-N2C3Neon-C,G,11,182383,35815,,
WCS365Crim-N2C3Neon-C,H,11,14073,102333,,
WCS365Crim-N2C3Neon-C,A,12,56061,3322,,
WCS365Crim-N2C3Neon-C,B,12,67473,3829,,
WCS365Crim-N2C3Neon-C,C,12,91441,17384,,
WCS365Crim-N2C3Neon-C,D,12,17029,143054,,
WCS365Crim-N2C3Neon-C,E,12,152957,4093,,
WCS365Crim-N2C3Neon-C,F,12,222674,1789,,
WCS365Crim-N2C3Neon-C,G,12,121765,17653,,
WCS365Crim-N2C3Neon-C,H,12,16327,117312,,
