UniqueID	plate	experiment	row	col	StrainMix	protect	lacZ_protect	fluor_protect	path	lacZ_path	fluor_path	plant	protect_od	path_od	date_ster	date_germ	date_inoc	date_process	light_dn	light_lx	temp_dn	MS	MES	pH	notes	plate_alias	note	totalOD	ratio_protect	ratio_path	ratio	protect_cells	path_cells	total_cells	protect_cells_log	path_cells_log	total_cells_log	plant_age	well	all_plant_pixels	ratio_r_q5	ratio_g_q5	ratio_b_q5	ratio_r_median	ratio_g_median	ratio_b_median	ratio_r_q95	ratio_g_q95	ratio_b_q95	pix_r_median	pix_g_median	pix_b_median	diff_rb_median	diff_gb_median	diff_gr_median	hue	saturation	value	Healthiness_rgb	Healthiness_hsv	neon_raw	crim_raw	neon_CFU	crim_CFU	Neon.100	Crim.100	X	Abs600	Neon.btm.raw	Crim.btm.raw	crim_raw_blanks	neon_raw_blanks	crim_raw_blanked	neon_raw_blanked	ratio_cn_fluor	CN_FC_fluor	ratio_cn_CFU	CN_FC_CFU	yoffset_ave	CN_FC_fluor_offset	NN_FC_fluor	NN_FC_fluor_offset	NN_FC_CFU
2023-08-08_fluor_fluor_A_001_cropped_A_1	fluor_A_001_cropped	2023-08-08_fluor	A	1	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.02	1	1	1-1	14575000	14575000	29150000	7.16360859322827	7.16360859322827	7.46463857399364	5	A1	764	0.3310380134165	0.348087501389897	0.225438184663537	0.344997829257161	0.395104895104895	0.257142857142857	0.394658135610936	0.428070175438596	0.287268177649679	108	125	81	30	44	17	0.231060606060606	0.352	0.490196078431373	224.925591941982	234.537796725828	45927	63968	1066.66666666667	3866.66666666667	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	60872.4607843137	30960.137254902	1.96615603745993	0.975377820934176	3.62499999999999	1.85798099512757	-1.293638561443	2.26901638237718	-0.975377820934176	-2.26901638237718	-1.85798099512757
2023-08-08_fluor_fluor_A_001_cropped_B_1	fluor_A_001_cropped	2023-08-08_fluor	B	1	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.0101	100	1	100-1	14575000	145750	14720750	7.16360859322827	5.16361154314283	7.16792996671589	5	B1	947	0.320549450549451	0.365063493650635	0.240748366836032	0.342431761786601	0.398373983739837	0.259776536312849	0.362957322805039	0.419113625648279	0.28671427087661	128	148	96	32	51	21	0.230769230769231	0.351351351351351	0.580392156862745	276.84317537244	241.362838162546	123170	2291	4266.66666666667	133.333333333333	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	1	108203.137254902	9.2418762095985e-06	-16.7233828038832	0.0312499999999999	-5	-1.293638561443	-15.4297442424402	16.7233828038832	15.4297442424402	5
2023-08-08_fluor_fluor_A_001_cropped_C_1	fluor_A_001_cropped	2023-08-08_fluor	C	1	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.010001	10000	1	10000-1	14575000	1457.5	14576457.5	7.16360859322827	3.16390643345775	7.16365202050215	5	C1	1954	0.339152119700748	0.364105444242056	0.220939495158767	0.352760736196319	0.408602150537634	0.238219895287958	0.376393720568395	0.426700026511135	0.276154884693977	127	149	86	42	61	20	0.224867724867725	0.422818791946309	0.584313725490196	332.40582293492	312.916638419698	209159	1781	2733.33333333333	0	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	1	194192.137254902	5.14953908091228e-06	-17.5671252623566	0	-Inf	-1.293638561443	-16.2734867009136	17.5671252623566	16.2734867009136	Inf
2023-08-08_fluor_fluor_A_001_cropped_D_1	fluor_A_001_cropped	2023-08-08_fluor	D	1	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	0.01	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.01	1	0	1-0	14575000	0	14575000	7.16360859322827	0	7.16360859322827	5	D1	1041	0.327814569536424	0.364532019704433	0.23202614379085	0.339563862928349	0.402555910543131	0.258064516129032	0.361493123772102	0.421768707482993	0.288073394495413	115	137	87	28	49	22	0.24	0.364963503649635	0.537254901960784	280.661697863606	264.338778303373	134731	2293	1833.33333333333	0	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	1	119764.137254902	8.34974494803594e-06	-16.8698364397403	0	-Inf	-1.293638561443	-15.5761978782973	16.8698364397403	15.5761978782973	Inf
2023-08-08_fluor_fluor_A_001_cropped_E_1	fluor_A_001_cropped	2023-08-08_fluor	E	1	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.02	1	1	1-1	14575000	14575000	29150000	7.16360859322827	7.16360859322827	7.46463857399364	5	E1	2178	0.324373629051913	0.38958988380041	0.218534698647671	0.337243401759531	0.416909620991254	0.246200607902736	0.351727145148356	0.436305732484076	0.278065601345669	115	143	84	31	58	27	0.245762711864407	0.412587412587413	0.56078431372549	373.884809787581	338.494614255739	118779	113072	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	109976.460784314	103812.137254902	1.05937960331436	0.0832196371946965	NA	NA	-1.293638561443	1.3768581986377	-0.0832196371946965	-1.3768581986377	NA
2023-08-08_fluor_fluor_A_001_cropped_F_1	fluor_A_001_cropped	2023-08-08_fluor	F	1	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.0101	100	1	100-1	14575000	145750	14720750	7.16360859322827	5.16361154314283	7.16792996671589	5	F1	1922	0.325235222065962	0.385027478631846	0.24	0.337748344370861	0.407523510971787	0.256172839506173	0.354368203154611	0.418600936176536	0.278504717021624	107	130	81	26	48	22	0.244897959183673	0.376923076923077	0.509803921568627	302.12609414994	303.136549314321	308886	4845	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	1749.46078431373	293919.137254902	0.00595218399405038	-7.39236516090411	NA	NA	-1.293638561443	-6.0987265994611	7.39236516090411	6.0987265994611	NA
2023-08-08_fluor_fluor_A_001_cropped_G_1	fluor_A_001_cropped	2023-08-08_fluor	G	1	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	0.01	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.010001	10000	1	10000-1	14575000	1457.5	14576457.5	7.16360859322827	3.16390643345775	7.16365202050215	5	G1	1760	0.33157060518732	0.385699404761905	0.212882295775453	0.350974930362117	0.418498389694042	0.228610783156238	0.363852119402182	0.433962264150943	0.272078173374613	128	152	83	44	68	24	0.22463768115942	0.453947368421053	0.596078431372549	376.508085292204	330.982039588768	149894	2293	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	1	134927.137254902	7.4114075222008e-06	-17.0418210143145	NA	NA	-1.293638561443	-15.7481824528715	17.0418210143145	15.7481824528715	NA
2023-08-08_fluor_fluor_A_001_cropped_H_1	fluor_A_001_cropped	2023-08-08_fluor	H	1	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	0.01	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.01	1	0	1-0	14575000	0	14575000	7.16360859322827	0	7.16360859322827	5	H1	1273	0.358911149825784	0.346349189427917	0.248102949681897	0.381742738589212	0.355769230769231	0.25891181988743	0.394073952364326	0.367741935483871	0.293722302732447	196	183	134	62	50	-11	0.131720430107527	0.316326530612245	0.768627450980392	86.9447439839813	129.382059499972	121516	4082	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	986.460784313726	106549.137254902	0.00925827096988851	-6.75504149680075	NA	NA	-1.293638561443	-5.46140293535775	6.75504149680075	5.46140293535775	NA
2023-08-08_fluor_fluor_A_001_cropped_A_2	fluor_A_001_cropped	2023-08-08_fluor	A	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.0101	1	100	1-100	145750	14575000	14720750	5.16361154314283	7.16360859322827	7.16792996671589	5	A2	2016	0.331283595130012	0.386781279847182	0.227985294117647	0.340361445783133	0.403846153846154	0.256211419753086	0.35495206211083	0.423339416058394	0.275	108	129	82	27	47	20	0.24113475177305	0.364341085271318	0.505882352941176	287.509413144511	290.335918706031	16415	73751	66.6666666666667	5200	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	70655.4607843137	1448.13725490196	48.7905828989235	5.60853081406774	78	6.28540221886225	-1.293638561443	6.90216937551074	-5.60853081406774	-6.90216937551074	-6.28540221886225
2023-08-08_fluor_fluor_A_001_cropped_B_2	fluor_A_001_cropped	2023-08-08_fluor	B	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	2e-04	1	1	1-1	145750	145750	291500	5.16361154314283	5.16361154314283	5.46464004895348	5	B2	7024	0.338086994471923	0.39234932520866	0.180762958936601	0.350946607740086	0.444767441860465	0.201210356698162	0.363636363636364	0.470059880239521	0.257428852803117	128	161	72	53	87	34	0.228464419475655	0.552795031055901	0.631372549019608	596.230180929453	485.808335493176	75555	47102	2400	2400	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	44006.4607843137	60588.137254902	0.726321401814566	-0.461320003695066	1	0	-1.293638561443	0.832318557747936	0.461320003695066	-0.832318557747936	0
2023-08-08_fluor_fluor_A_001_cropped_C_2	fluor_A_001_cropped	2023-08-08_fluor	C	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.000101	100	1	100-1	145750	1457.5	147207.5	5.16361154314283	3.16390643345775	5.16793288742348	5	C2	2029	0.357745657152025	0.345038167938931	0.240286190388023	0.37904468412943	0.349683544303797	0.270998415213946	0.395727193698796	0.369007201881457	0.296306847957618	229	212	167	66	49	-16	0.120967741935484	0.270742358078603	0.898039215686275	56.2274326445246	108.324106045193	182908	4327	1633.33333333333	100	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	1231.46078431373	167941.137254902	0.00733269289730132	-7.09144116595984	0.0612244897959185	-4.02974734339405	-1.293638561443	-5.79780260451683	7.09144116595984	5.79780260451683	4.02974734339405
2023-08-08_fluor_fluor_A_001_cropped_D_2	fluor_A_001_cropped	2023-08-08_fluor	D	2	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	1e-04	1	0	1-0	145750	0	145750	5.16361154314283	0	5.16361154314283	5	D2	5525	0.340837824373896	0.390254193681177	0.179775280898876	0.350974930362117	0.444743935309973	0.204379562043796	0.36604774535809	0.464673913043478	0.260349725396124	130	166	74	53	87	34	0.231884057971015	0.55421686746988	0.650980392156863	580.073686489976	480.952402323597	145399	4077	1400	0	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	981.460784313726	130432.137254902	0.00752468528822516	-7.05415304067831	0	-Inf	-1.293638561443	-5.76051447923531	7.05415304067831	5.76051447923531	Inf
2023-08-08_fluor_fluor_A_001_cropped_E_2	fluor_A_001_cropped	2023-08-08_fluor	E	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.0101	1	100	1-100	145750	14575000	14720750	5.16361154314283	7.16360859322827	7.16792996671589	5	E2	4964	0.337461300309598	0.386252824613245	0.1775531823824	0.351351351351351	0.445121951219512	0.2053976046612	0.368673033146411	0.465346534653465	0.263912854404793	129	161	74	51	84	34	0.227969348659004	0.540372670807453	0.631372549019608	561.779726430373	455.294400711114	20686	165597	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	162501.460784314	5719.13725490196	28.4136319066361	4.82851134735111	NA	NA	-1.293638561443	6.12214990879412	-4.82851134735111	-6.12214990879412	NA
2023-08-08_fluor_fluor_A_001_cropped_F_2	fluor_A_001_cropped	2023-08-08_fluor	F	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	2e-04	1	1	1-1	145750	145750	291500	5.16361154314283	5.16361154314283	5.46464004895348	5	F2	5281	0.343490304709141	0.382591093117409	0.187214611872146	0.357142857142857	0.43035343035343	0.207692307692308	0.376953125	0.452127659574468	0.268389662027833	154	182	89	60	92	29	0.216845878136201	0.510989010989011	0.713725490196078	558.419759530636	412.507880971959	141632	48194	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	45098.4607843137	126665.137254902	0.356044778868847	-1.48986939810743	NA	NA	-1.293638561443	-0.196230836664431	1.48986939810743	0.196230836664431	NA
2023-08-08_fluor_fluor_A_001_cropped_G_2	fluor_A_001_cropped	2023-08-08_fluor	G	2	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-04	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.000101	100	1	100-1	145750	1457.5	147207.5	5.16361154314283	3.16390643345775	5.16793288742348	5	G2	5025	0.33882122662027	0.396589523705767	0.171270970876561	0.353115727002967	0.448648648648649	0.197058823529412	0.367945823927765	0.470588235294118	0.260693012705848	131	164	74	56	90	35	0.227777777777778	0.548780487804878	0.643137254901961	592.195597481049	462.65281053207	165399	3059	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	1	150432.137254902	6.64751573864523e-06	-17.1987532815152	NA	NA	-1.293638561443	-15.9051147200722	17.1987532815152	15.9051147200722	NA
2023-08-08_fluor_fluor_A_001_cropped_H_2	fluor_A_001_cropped	2023-08-08_fluor	H	2	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-04	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	1e-04	1	0	1-0	145750	0	145750	5.16361154314283	0	5.16361154314283	5	H2	1178	0.324978813559322	0.355856487818232	0.185858177703983	0.344202898550725	0.433155793969594	0.224346787559715	0.3866999114984	0.467680608365019	0.278616700201207	98	126	63	37	59	27	0.240740740740741	0.5	0.494117647058824	347.081059975745	369.719254317001	108467	3316	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	220.460784313726	93500.137254902	0.00235786588967994	-8.72830262138935	NA	NA	-1.293638561443	-7.43466405994634	8.72830262138935	7.43466405994634	NA
2023-08-08_fluor_fluor_A_001_cropped_A_3	fluor_A_001_cropped	2023-08-08_fluor	A	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.010001	1	10000	1-10000	1457.5	14575000	14576457.5	3.16390643345775	7.16360859322827	7.16365202050215	5	A3	1559	0.331189710610932	0.364060435457	0.245026445619805	0.339285714285714	0.396103896103896	0.262458471760797	0.362424496644295	0.412337662337662	0.28375899760064	104	122	79	24	41	18	0.236434108527132	0.352459016393443	0.47843137254902	245.870594073294	266.093716529538	17520	139596	0	4166.66666666667	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	136500.460784314	2553.13725490196	53.4638161431534	5.74049091290814	Inf	Inf	-1.293638561443	7.03412947435114	-5.74049091290814	-7.03412947435114	-Inf
2023-08-08_fluor_fluor_A_001_cropped_B_3	fluor_A_001_cropped	2023-08-08_fluor	B	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.000101	1	100	1-100	1457.5	145750	147207.5	3.16390643345775	5.16361154314283	5.16793288742348	5	B3	3306	0.356305974843966	0.348135075448868	0.218692414004914	0.374686685303263	0.367704280155642	0.254545454545455	0.389547101449275	0.410579345088161	0.288999630860096	186	181	125	59	55	-4	0.153005464480874	0.327956989247312	0.729411764705882	165.413407160944	176.602432719684	20112	77135	133.333333333333	2600	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	74039.4607843137	5145.13725490196	14.39018185837	3.84701291938466	19.5	4.28540221886225	-1.293638561443	5.14065148082766	-3.84701291938466	-5.14065148082766	-4.28540221886225
2023-08-08_fluor_fluor_A_001_cropped_C_3	fluor_A_001_cropped	2023-08-08_fluor	C	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	2e-06	1	1	1-1	1457.5	1457.5	2915	3.16390643345775	3.16390643345775	3.46478751964594	5	C3	6455	0.340322679066135	0.391216312145583	0.176076562700552	0.354330708661417	0.45088161209068	0.195906432748538	0.364461646727656	0.465973928838551	0.259499321966753	131	164	71	55	89	34	0.225806451612903	0.567073170731707	0.643137254901961	598.1642729091	487.861182658502	190595	78917	366.666666666667	633.333333333333	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	75821.4607843137	175628.137254902	0.431715908221861	-1.2118458394984	1.72727272727272	0.788495894806286	-1.293638561443	0.0817927219446064	1.2118458394984	-0.0817927219446064	-0.788495894806286
2023-08-08_fluor_fluor_A_001_cropped_D_3	fluor_A_001_cropped	2023-08-08_fluor	D	3	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-06	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	1e-06	1	0	1-0	1457.5	0	1457.5	3.16390643345775	0	3.16390643345775	5	D3	2355	0.353478569527021	0.34797132498352	0.229496317415063	0.372759856630824	0.366053169734151	0.259191176470588	0.399718875502008	0.400470048947246	0.291020776874435	194	190	134	59	56	-4	0.155555555555556	0.309278350515464	0.76078431372549	161.864413733523	162.235237132683	301168	17838	1166.66666666667	0	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	14742.4607843137	286201.137254902	0.0515108392849729	-4.27898014316326	0	-Inf	-1.293638561443	-2.98534158172026	4.27898014316326	2.98534158172026	Inf
2023-08-08_fluor_fluor_A_001_cropped_E_3	fluor_A_001_cropped	2023-08-08_fluor	E	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.010001	1	10000	1-10000	1457.5	14575000	14576457.5	3.16390643345775	7.16360859322827	7.16365202050215	5	E3	6799	0.340557275541796	0.38618665836382	0.17989417989418	0.354077253218884	0.447916666666667	0.2	0.366161616161616	0.460156516595764	0.270290389645228	138	174	75	57	91	35	0.227272727272727	0.568965517241379	0.682352941176471	617.033934945704	495.583049056841	15216	120273	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	117177.460784314	249.137254901962	470.332952935619	8.87753860504808	NA	NA	-1.293638561443	10.1711771664911	-8.87753860504808	-10.1711771664911	NA
2023-08-08_fluor_fluor_A_001_cropped_F_3	fluor_A_001_cropped	2023-08-08_fluor	F	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.000101	1	100	1-100	1457.5	145750	147207.5	3.16390643345775	5.16361154314283	5.16793288742348	5	F3	7032	0.338498719443873	0.392938839111804	0.168639053254438	0.350769230769231	0.454005934718101	0.195718654434251	0.364721973895941	0.475903614457831	0.259134429400387	122	158	67	54	89	36	0.232600732600733	0.575949367088608	0.619607843137255	619.389639403558	515.386981446733	22930	179540	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	176444.460784314	7963.13725490196	22.1576566039594	4.46973340476645	NA	NA	-1.293638561443	5.76337196620946	-4.46973340476645	-5.76337196620946	NA
2023-08-08_fluor_fluor_A_001_cropped_G_3	fluor_A_001_cropped	2023-08-08_fluor	G	3	WCS365-N2C3	WCS365	L	neon	N2C3	NA	crim	col0	1e-06	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	2e-06	1	1	1-1	1457.5	1457.5	2915	3.16390643345775	3.16390643345775	3.46478751964594	5	G3	5542	0.339393939393939	0.39301761782864	0.175742574257426	0.35752688172043	0.447976878612717	0.194805194805195	0.36648905226938	0.463065898129202	0.26530612244898	141	174	75	61	94	35	0.222222222222222	0.568965517241379	0.682352941176471	613.974160089164	473.347053615139	182152	50995	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	47899.4607843137	167185.137254902	0.286505496665549	-1.80336527724529	NA	NA	-1.293638561443	-0.509726715802286	1.80336527724529	0.509726715802286	NA
2023-08-08_fluor_fluor_A_001_cropped_H_3	fluor_A_001_cropped	2023-08-08_fluor	H	3	WCS365-MOCK	WCS365	L	neon	MOCK	NA	crim	col0	1e-06	0	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	1e-06	1	0	1-0	1457.5	0	1457.5	3.16390643345775	0	3.16390643345775	5	H3	5847	0.34204430782606	0.387096774193548	0.182310073615452	0.358126721763085	0.439429928741093	0.202156334231806	0.37468982630273	0.454545454545455	0.26338329764454	142	170	79	57	89	31	0.217948717948718	0.535294117647059	0.666666666666667	568.81811195642	439.48419246081	150722	8165	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	5069.46078431373	135755.137254902	0.0373426809977364	-4.74303068097627	NA	NA	-1.293638561443	-3.44939211953327	4.74303068097627	3.44939211953327	NA
2023-08-08_fluor_fluor_A_001_cropped_A_4	fluor_A_001_cropped	2023-08-08_fluor	A	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.01	0	1	0-1	0	14575000	14575000	0	7.16360859322827	7.16360859322827	5	A4	1551	0.334508172435929	0.366908751899084	0.230524537767528	0.349693251533742	0.401685393258427	0.248407643312102	0.366697617341066	0.418461538461538	0.280795234801756	119	138	84	35	52	19	0.225308641975309	0.391304347826087	0.541176470588235	287.180254522995	281.322578907389	14921	102262	0	4700	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	99166.4607843137	1	99166.4607843137	16.5975646469185	Inf	Inf	-1.293638561443	17.8912032083615	-16.5975646469185	-17.8912032083615	-Inf
2023-08-08_fluor_fluor_A_001_cropped_B_4	fluor_A_001_cropped	2023-08-08_fluor	B	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-04	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	1e-04	0	1	0-1	0	145750	145750	0	5.16361154314283	5.16361154314283	5	B4	7496	0.339556618126494	0.388339380181203	0.16025641025641	0.353107344632768	0.441734417344173	0.206896551724138	0.371428571428571	0.473839445438283	0.262702148608732	126.5	157	73	53	85	32	0.22718253968254	0.535031847133758	0.615686274509804	577.358239116071	470.992165596476	18367	220214	0	4566.66666666667	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	217118.460784314	3400.13725490196	63.8557930187363	5.99674560252548	Inf	Inf	-1.293638561443	7.29038416396848	-5.99674560252548	-7.29038416396848	-Inf
2023-08-08_fluor_fluor_A_001_cropped_C_4	fluor_A_001_cropped	2023-08-08_fluor	C	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-06	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	1e-06	0	1	0-1	0	1457.5	1457.5	0	3.16390643345775	3.16390643345775	5	C4	7096	0.343195266272189	0.379015524408903	0.183995670995671	0.364089775561097	0.436058700209644	0.198770491803279	0.374233128834356	0.457142857142857	0.269578339602834	164	191	88	68	97	31	0.210355987055016	0.539267015706806	0.749019607843137	612.320894031393	436.858398498914	24745	168822	53.3333333333333	1833.33333333333	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	165726.460784314	9778.13725490196	16.9486740126533	4.08310050275049	34.375	5.10328780841202	-1.293638561443	5.37673906419349	-4.08310050275049	-5.37673906419349	-5.10328780841202
2023-08-08_fluor_fluor_A_001_cropped_E_4	fluor_A_001_cropped	2023-08-08_fluor	E	4	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	0.01	2023-08-31	2023-08-03	2023-08-08	2023-08-15	12_12	110	23_23	0.5	0.5	5.8	NA	WCS365Neon-N2C3Crim-A	NA	0.01	0	1	0-1	0	14575000	14575000	0	7.16360859322827	7.16360859322827	5	E4	3542	0.333333333333333	0.39474358974359	0.194854703063334	0.343238783337793	0.445086705202312	0.212574850299401	0.352760736196319	0.458204334365325	0.26424139763518	115	149	71	44	78	34	0.239316239316239	0.523489932885906	0.584313725490196	518.208188240644	444.663947495879	24055	238563	NA	NA	NA	NA	NA	NA	NA	NA	3095.53921568627	14966.862745098	235467.460784314	9088.13725490196	25.9093204888942	4.69539927404266	NA	NA	-1.293638561443	5.98903783548566	-4.69539927404266	-5.98903783548566	NA
