UniqueID	plate	experiment	row	col	StrainMix	protect	lacZ_protect	fluor_protect	path	lacZ_path	fluor_path	plant	protect_od	path_od	date_ster	date_germ	date_inoc	date_process	light_dn	light_lx	temp_dn	MS	MES	pH	notes	plate_alias	note	totalOD	ratio_protect	ratio_path	ratio	protect_cells	path_cells	total_cells	protect_cells_log	path_cells_log	total_cells_log	plant_age	well	all_plant_pixels	ratio_r_q5	ratio_g_q5	ratio_b_q5	ratio_r_median	ratio_g_median	ratio_b_median	ratio_r_q95	ratio_g_q95	ratio_b_q95	pix_r_median	pix_g_median	pix_b_median	diff_rb_median	diff_gb_median	diff_gr_median	hue	saturation	value	Healthiness_rgb	Healthiness_hsv	neon_raw	crim_raw	neon_CFU	crim_CFU	Neon.100	Crim.100	X	Abs600	Neon.btm.raw	Crim.btm.raw	crim_raw_blanks	neon_raw_blanks	crim_raw_blanked	neon_raw_blanked	ratio_cn_fluor	CN_FC_fluor	ratio_cn_CFU	CN_FC_CFU	yoffset_ave	CN_FC_fluor_offset	WN_FC_fluor	WN_FC_fluor_offset	WN_FC_CFU
2023-09-13_fluor_Ncrim_WneonLacZ_B_002_cropped_B_12	Ncrim_WneonLacZ_B_002_cropped	2023-09-13_fluor	B	12	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-04	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Ncrim_WneonLacZ_B_002_cropped	NA	1e-04	0	1	0-1	0	145750	145750	0	5.16361154314283	5.16361154314283	5	B12	1021	0.333333333333333	0.363372093023256	0.236467236467236	0.344481605351171	0.395104895104895	0.259649122807018	0.366379310344828	0.4140625	0.283783783783784	97	112	73	24	38	15	0.230769230769231	0.348214285714286	0.43921568627451	204.642660914311	241.830875555252	23608	158252	NA	NA	19424	15284	NA	NA	NA	NA	2732.83333333333	20813.375	155519.166666667	2794.625	55.6493864710531	5.79829387697304	NA	NA	-1.293638561443	7.09193243841605	-5.79829387697304	-7.09193243841605	NA
2023-09-13_fluor_Ncrim_WneonLacZ_B_002_cropped_C_12	Ncrim_WneonLacZ_B_002_cropped	2023-09-13_fluor	C	12	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-06	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Ncrim_WneonLacZ_B_002_cropped	NA	1e-06	0	1	0-1	0	1457.5	1457.5	0	3.16390643345775	3.16390643345775	5	C12	8979	0.336507936507937	0.391491084441406	0.184350790730645	0.350588235294118	0.438502673796791	0.21405750798722	0.362606232294618	0.456338028169014	0.265553480893661	125	155	72	46	74	30	0.226907630522088	0.535483870967742	0.607843137254902	529.739029113419	480.344329078931	20105	79888	NA	NA	20838	19134	NA	NA	NA	NA	2732.83333333333	20813.375	77155.1666666667	1	77155.1666666667	16.2354751491102	NA	NA	-1.293638561443	17.5291137105532	-16.2354751491102	-17.5291137105532	NA
2023-09-13_fluor_Ncrim_WneonLacZ_B_002_cropped_D_12	Ncrim_WneonLacZ_B_002_cropped	2023-09-13_fluor	D	12	MOCK-MOCK	MOCK	NA	neon	MOCK	NA	crim	col0	0	0	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Ncrim_WneonLacZ_B_002_cropped	NA	0	0	0	0-0	0	0	0	0	0	0	5	D12	1435	0.344370860927152	0.350350176385142	0.237113402061856	0.355191256830601	0.379928315412186	0.266211604095563	0.373473045191081	0.404605263157895	0.289256535947712	104	111	78	26	33	7	0.202020202020202	0.297297297297297	0.435294117647059	148.386258675595	189.618885279657	20102	3566	NA	NA	18939	1529	NA	NA	NA	NA	2732.83333333333	20813.375	833.166666666667	1	833.166666666667	9.70246131096237	NA	NA	-1.293638561443	10.9960998724054	-9.70246131096237	-10.9960998724054	NA
2023-09-13_fluor_Ncrim_WneonLacZ_B_002_cropped_E_12	Ncrim_WneonLacZ_B_002_cropped	2023-09-13_fluor	E	12	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	0.01	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Ncrim_WneonLacZ_B_002_cropped	NA	0.01	0	1	0-1	0	14575000	14575000	0	7.16360859322827	7.16360859322827	5	E12	1183	0.355821673275299	0.342563757529155	0.272902353689567	0.366894197952218	0.346733668341709	0.28643216080402	0.377105452333554	0.351102941176471	0.3	213	202	167	46	34	-12	0.126811594202898	0.215962441314554	0.835294117647059	30.733517023869	84.1684738525364	24760	134016	NA	NA	19513	28586	NA	NA	NA	NA	2732.83333333333	20813.375	131283.166666667	3946.625	33.2646670678533	5.05591868934811	NA	NA	-1.293638561443	6.34955725079111	-5.05591868934811	-6.34955725079111	NA
2023-09-13_fluor_Ncrim_WneonLacZ_B_002_cropped_F_12	Ncrim_WneonLacZ_B_002_cropped	2023-09-13_fluor	F	12	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-04	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Ncrim_WneonLacZ_B_002_cropped	NA	1e-04	0	1	0-1	0	145750	145750	0	5.16361154314283	5.16361154314283	5	F12	4319	0.334081463009144	0.381818181818182	0.214285714285714	0.344173441734417	0.402555910543131	0.254125412541254	0.362991761322088	0.431746031746032	0.274633314906947	108	127	79	29	46	19	0.232638888888889	0.377952755905512	0.498039215686275	305.380634732453	319.655395061154	27003	186374	NA	NA	21123	37226	NA	NA	NA	NA	2732.83333333333	20813.375	183641.166666667	6189.625	29.6691910522312	4.8908936863215	NA	NA	-1.293638561443	6.1845322477645	-4.8908936863215	-6.1845322477645	NA
2023-09-13_fluor_Ncrim_WneonLacZ_B_002_cropped_G_12	Ncrim_WneonLacZ_B_002_cropped	2023-09-13_fluor	G	12	MOCK-N2C3	MOCK	NA	neon	N2C3	NA	crim	col0	0	1e-06	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Ncrim_WneonLacZ_B_002_cropped	NA	1e-06	0	1	0-1	0	1457.5	1457.5	0	3.16390643345775	3.16390643345775	5	G12	3845	0.329794699514744	0.389023972282632	0.204724409448819	0.337423312883436	0.433734939759036	0.230263157894737	0.348587525150905	0.456692913385827	0.269348071003398	105	135	72	33	62	29	0.246031746031746	0.466666666666667	0.529411764705882	430.201113588295	411.612176581394	20184	85158	NA	NA	18170	26041	NA	NA	NA	NA	2732.83333333333	20813.375	82425.1666666667	1	82425.1666666667	16.3307972786296	NA	NA	-1.293638561443	17.6244358400726	-16.3307972786296	-17.6244358400726	NA
2023-09-13_fluor_Ncrim_WneonLacZ_B_002_cropped_H_12	Ncrim_WneonLacZ_B_002_cropped	2023-09-13_fluor	H	12	MOCK-MOCK	MOCK	NA	neon	MOCK	NA	crim	col0	0	0	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Ncrim_WneonLacZ_B_002_cropped	NA	0	0	0	0-0	0	0	0	0	0	0	5	H12	9060	0.331268382352941	0.398494307748806	0.19061755952381	0.346260387811634	0.440677966101695	0.213286713286713	0.357142857142857	0.455882352941176	0.26119501437404	114	145	70	43	73	30	0.235555555555556	0.517241379310345	0.568627450980392	526.304425343845	482.138700945878	19056	3020	NA	NA	19434	2041	NA	NA	NA	NA	2732.83333333333	20813.375	287.166666666667	1	287.166666666667	8.16574448550379	NA	NA	-1.293638561443	9.45938304694679	-8.16574448550379	-9.45938304694679	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_A_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	A	1	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	0.01	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.02	1	1	1-1	14575000	14575000	29150000	7.16360859322827	7.16360859322827	7.46463857399364	5	A1	3798	0.339073091659299	0.387150271788781	0.198250728862974	0.352272727272727	0.430232558139535	0.217277486910995	0.360703812316716	0.446107784431138	0.268585131894484	126	153	77	48	76	28	0.225877192982456	0.496732026143791	0.6	472.516346749223	401.640454505595	52125	26243	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	23510.1666666667	31311.625	0.75084466764873	-0.413413616430807	NA	NA	-1.293638561443	0.880224945012195	-0.413413616430807	0.880224945012195	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_B_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	B	1	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-04	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.0101	100	1	100-1	14575000	145750	14720750	7.16360859322827	5.16361154314283	7.16792996671589	5	B1	7116	0.331230283911672	0.392924613170205	0.191558441558442	0.344208274201178	0.442747771270842	0.212962962962963	0.355270897832817	0.460264900662252	0.267664427975915	107	139	66	41	71	31	0.23972602739726	0.525179856115108	0.545098039215686	512.355496454981	485.001416560944	25829	106286	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	103553.166666667	5015.625	20.6461142263759	4.36779837465066	NA	NA	-1.293638561443	5.66143693609366	4.36779837465066	5.66143693609366	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_C_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	C	1	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-06	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.010001	10000	1	10000-1	14575000	1457.5	14576457.5	7.16360859322827	3.16390643345775	7.16365202050215	5	C1	3536	0.330566937518809	0.392493279569892	0.206896551724138	0.339506172839506	0.44	0.220447284345048	0.348332729249728	0.451851201124457	0.267676767676768	104	136	68	36	67	31	0.245098039215686	0.5	0.533333333333333	457.773922716103	434.881747526318	20677	119631	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	116898.166666667	1	116898.166666667	16.8348927784582	NA	NA	-1.293638561443	18.1285313399012	16.8348927784582	18.1285313399012	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_D_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	D	1	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	0.01	0	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.01	1	0	1-0	14575000	0	14575000	7.16360859322827	0	7.16360859322827	5	D1	11918	0.336752503876294	0.404312668463612	0.183908045977011	0.353107344632768	0.447204968944099	0.198879551820728	0.361643835616438	0.459770114942529	0.252339754893317	124	157	70	54	88	33	0.229885057471264	0.554140127388535	0.615686274509804	627.740932245354	519.266219079621	20055	150023	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	147290.166666667	1	147290.166666667	17.1683015913362	NA	NA	-1.293638561443	18.4619401527792	17.1683015913362	18.4619401527792	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_E_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	E	1	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	0.01	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.02	1	1	1-1	14575000	14575000	29150000	7.16360859322827	7.16360859322827	7.46463857399364	5	E1	1991	0.341211380694711	0.384039294785597	0.217751794082358	0.351274787535411	0.407407407407407	0.241379310344828	0.364610429827821	0.423295454545455	0.268710924794912	123	142	84	38	58	20	0.221264367816092	0.408450704225352	0.556862745098039	323.330354740593	298.175209770835	122411	11113	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	8380.16666666667	101597.625	0.0824838835225397	-3.59974393021598	NA	NA	-1.293638561443	-2.30610536877298	-3.59974393021598	-2.30610536877298	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_F_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	F	1	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-04	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.0101	100	1	100-1	14575000	145750	14720750	7.16360859322827	5.16361154314283	7.16792996671589	5	F1	7914	0.335570469798658	0.396321225975785	0.189580354589648	0.348648648648649	0.446745562130178	0.205092192451743	0.358569414607948	0.457627118644068	0.260264873928704	116	147	68	46	76	32	0.232067510548523	0.537414965986394	0.576470588235294	545.783128687772	486.201361804786	22981	87710	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	84977.1666666667	2167.625	39.202891028968	5.29288814512989	NA	NA	-1.293638561443	6.58652670657289	5.29288814512989	6.58652670657289	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_G_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	G	1	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	0.01	1e-06	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.010001	10000	1	10000-1	14575000	1457.5	14576457.5	7.16360859322827	3.16390643345775	7.16365202050215	5	G1	6226	0.332236842105263	0.394185645272602	0.191891237094189	0.344051446945338	0.435897435897436	0.220125786163522	0.355263157894737	0.456834532374101	0.266295506308521	109	138	69	39	68	29	0.236714975845411	0.5	0.541176470588235	478.079137080896	449.081315024997	20893	115562	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	112829.166666667	79.625	1417.00680272109	10.468630968979	NA	NA	-1.293638561443	11.762269530422	10.468630968979	11.762269530422	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_H_1	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	H	1	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	0.01	0	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.01	1	0	1-0	14575000	0	14575000	7.16360859322827	0	7.16360859322827	5	H1	4706	0.331063785628632	0.393854748603352	0.177165354330709	0.34453781512605	0.444078947368421	0.212870531822145	0.357976653696498	0.466926070038911	0.268292682926829	104	135	65	39	69	30	0.24047619047619	0.518518518518519	0.529411764705882	473.784001581551	457.959461764156	20336	75833	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	73100.1666666667	1	73100.1666666667	16.1575870750418	NA	NA	-1.293638561443	17.4512256364848	16.1575870750418	17.4512256364848	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_A_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	A	2	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	0.01	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.0101	1	100	1-100	145750	14575000	14720750	5.16361154314283	7.16360859322827	7.16792996671589	5	A2	1489	0.339181286549708	0.359393115942029	0.243850749257417	0.345345345345345	0.393650793650794	0.258620689655172	0.365840432282753	0.408284023668639	0.279307761462391	119	137	88	31	46	16	0.227891156462585	0.357664233576642	0.537254901960784	247.508528936157	258.641703143093	150856	2309	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	1	130042.625	7.6897863296746e-06	-16.9886250576652	NA	NA	-1.293638561443	-15.6949864962222	-16.9886250576652	-15.6949864962222	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_B_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	B	2	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-04	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	2e-04	1	1	1-1	145750	145750	291500	5.16361154314283	5.16361154314283	5.46464004895348	5	B2	1870	0.337952661300012	0.3443111497123	0.250348297213622	0.347972972972973	0.385579937304075	0.266447368421053	0.375712288333074	0.398638200055726	0.297044674793781	105	119	80	25	37	12	0.226495726495726	0.327731092436975	0.466666666666667	199.596501037501	242.885029044118	122258	74732	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	71999.1666666667	101444.625	0.709738605339284	-0.494640312829162	NA	NA	-1.293638561443	0.79899824861384	-0.494640312829162	0.79899824861384	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_C_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	C	2	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-06	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.000101	100	1	100-1	145750	1457.5	147207.5	5.16361154314283	3.16390643345775	5.16793288742348	5	C2	12618	0.335483870967742	0.4	0.176829268292683	0.353801169590643	0.451612903225806	0.194117647058824	0.363128491620112	0.46629478515874	0.255057455240675	120	153	65	55	88	33	0.229166666666667	0.575163398692811	0.6	631.557840814315	540.54903897895	25848	93794	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	91061.1666666667	5034.625	18.0869809899777	4.17687971377687	NA	NA	-1.293638561443	5.47051827521987	4.17687971377687	5.47051827521987	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_D_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	D	2	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-04	0	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	1e-04	1	0	1-0	145750	0	145750	5.16361154314283	0	5.16361154314283	5	D2	8717	0.336569579288026	0.397134575569358	0.180645161290323	0.348765432098765	0.450310559006211	0.201277955271566	0.358757062146893	0.465625	0.260421785421785	114	148	64	47	80	33	0.234126984126984	0.567567567567568	0.580392156862745	575.300862243523	523.61395273923	23467	81492	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	78759.1666666667	2653.625	29.6798404697976	4.89141143232956	NA	NA	-1.293638561443	6.18504999377256	4.89141143232956	6.18504999377256	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_E_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	E	2	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	0.01	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.0101	1	100	1-100	145750	14575000	14720750	5.16361154314283	7.16360859322827	7.16792996671589	5	E2	2298	0.345454545454545	0.368265410375752	0.221900738366045	0.357771260997067	0.406685236768802	0.235294117647059	0.367653203342618	0.422857142857143	0.274048689687963	126	144	83	42	60	17	0.215846994535519	0.423611111111111	0.564705882352941	315.984663299312	307.362938345223	241691	4136	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	1403.16666666667	220877.625	0.0063526881306636	-7.29841708928995	NA	NA	-1.293638561443	-6.00477852784695	-7.29841708928995	-6.00477852784695	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_F_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	F	2	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-04	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	2e-04	1	1	1-1	145750	145750	291500	5.16361154314283	5.16361154314283	5.46464004895348	5	F2	1607	0.336428406599746	0.357480780603193	0.220593882869291	0.348973607038123	0.40974212034384	0.240837696335079	0.370660696517413	0.427299703264095	0.282741544492547	120	141	83	37	58	21	0.227011494252874	0.411347517730496	0.552941176470588	320.628604441243	299.404961594069	438101	16559	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	13826.1666666667	417287.625	0.0331334212622928	-4.91556901010151	NA	NA	-1.293638561443	-3.62193044865851	-4.91556901010151	-3.62193044865851	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_G_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	G	2	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-04	1e-06	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.000101	100	1	100-1	145750	1457.5	147207.5	5.16361154314283	3.16390643345775	5.16793288742348	5	G2	8013	0.335579539270814	0.396208402755888	0.183431952662722	0.353107344632768	0.445901639344262	0.202072538860104	0.362204724409449	0.459537572254335	0.256823149528068	124	157	69	52	82	32	0.229166666666667	0.560509554140127	0.615686274509804	569.962003362115	501.449861899892	30315	94366	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	91633.1666666667	9501.625	9.64394686873737	3.26962370274257	NA	NA	-1.293638561443	4.56326226418557	3.26962370274257	4.56326226418557	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_H_2	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	H	2	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-04	0	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	1e-04	1	0	1-0	145750	0	145750	5.16361154314283	0	5.16361154314283	5	H2	11087	0.336633663366337	0.401968082518367	0.182370820668693	0.351744186046512	0.449567723342939	0.198473282442748	0.359882005899705	0.462406015037594	0.253027003484321	119	152	66	52	85	33	0.23062015503876	0.565789473684211	0.596078431372549	610.772835807427	527.782382516294	20687	106116	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	103383.166666667	1	103383.166666667	16.6576417728213	NA	NA	-1.293638561443	17.9512803342644	16.6576417728213	17.9512803342644	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_A_3	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	A	3	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	0.01	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.010001	1	10000	1-10000	1457.5	14575000	14576457.5	3.16390643345775	7.16360859322827	7.16365202050215	5	A3	1221	0.346456692913386	0.343971631205674	0.238636363636364	0.370434782608696	0.34923339011925	0.273830155979203	0.391304347826087	0.404494382022472	0.294642857142857	202	190	150	50	42	-13	0.128205128205128	0.257425742574257	0.792156862745098	49.3931392945046	101.883538148731	119546	1801	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	1	98732.625	1.01283643577794e-05	-16.591239264113	NA	NA	-1.293638561443	-15.29760070267	-16.591239264113	-15.29760070267	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_B_3	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	B	3	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-04	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	0.000101	1	100	1-100	1457.5	145750	147207.5	3.16390643345775	5.16361154314283	5.16793288742348	5	B3	4445	0.33112582781457	0.379581151832461	0.197058823529412	0.348623853211009	0.427215189873418	0.227129337539432	0.363888888888889	0.446808510638298	0.285714285714286	116	144	74	40	65	27	0.233333333333333	0.486111111111111	0.564705882352941	434.108365545194	413.774313564319	445706	3103	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	370.166666666667	424892.625	0.000871200498400429	-10.1647076001507	NA	NA	-1.293638561443	-8.87106903870771	-10.1647076001507	-8.87106903870771	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_C_3	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	C	3	WCS365-N2C3	WCS365	L	crim	N2C3	NA	neon	col0	1e-06	1e-06	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	2e-06	1	1	1-1	1457.5	1457.5	2915	3.16390643345775	3.16390643345775	3.46478751964594	5	C3	1859	0.334135472370767	0.382067410201739	0.233957850601346	0.35207100591716	0.40251572327044	0.246006389776358	0.362688088642659	0.411941237210176	0.275629763725877	114	131	80	34	51	17	0.222222222222222	0.389312977099237	0.513725490196078	277.908600258523	282.858626217326	212290	14216	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	11483.1666666667	191476.625	0.0599716370949544	-4.05957583400395	NA	NA	-1.293638561443	-2.76593727256095	-4.05957583400395	-2.76593727256095	NA
2023-09-13_fluor_Nneon_WcrimLacZ_A_003_cropped_D_3	Nneon_WcrimLacZ_A_003_cropped	2023-09-13_fluor	D	3	WCS365-MOCK	WCS365	L	crim	MOCK	NA	neon	col0	1e-06	0	2023-09-05	2023-09-08	2023-09-13	2023-09-20	12_12	110	23_23	0.5	0.5	5.8	NA	Nneon_WcrimLacZ_A_003_cropped	NA	1e-06	1	0	1-0	1457.5	0	1457.5	3.16390643345775	0	3.16390643345775	5	D3	8410	0.333333333333333	0.40153452685422	0.178170323928945	0.351906158357771	0.451428571428571	0.197916666666667	0.360119047619048	0.465760353652862	0.257363783314935	119	153	65	51	83	33	0.231060606060606	0.575163398692811	0.6	584.802297313355	521.602844469516	21383	66737	NA	NA	NA	NA	NA	NA	NA	NA	2732.83333333333	20813.375	64004.1666666667	569.625	112.36193402092	6.8120095518399	NA	NA	-1.293638561443	8.1056481132829	6.8120095518399	8.1056481132829	NA
