experiment	transfer_h	strain1	strain2	strain2_od	WN_FC_fluor_offset	Healthiness_hsv	strain1_meanCount	strain1_sd	Alive	batchtest	strain2_meanCount	strain2_sd	ratioCFU_S12	S12_FC_inocCFU	WN_FC_inocCFU	Treatment	rep_on	treatment
2023-12-06	0	N2C3	WCS365	0.001	4.75800943877514	355.463575277201	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	5.31088379184671	470.641910388905	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	3.84505842520616	431.462626246918	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	3.8247370342337	502.780917829162	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	5.86749960867504	452.873587480153	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	4.47025502229634	486.664975506942	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	4.75265778095309	388.710935544879	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	3.46635553230155	390.229003759523	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	3.58352608726381	398.548420944057	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	2.05543630747525	423.666126086552	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	3.41499607817099	460.722300770161	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	1.78498897966727	425.437300038772	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2023-12-06	0	N2C3	WCS365	0.001	3.88418683123212	481.141852463473	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	2.47327270474169	443.114349477709	265833.333333333	22898.3259941275	1	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	1.22971813487247	358.816016143469	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	0.887065332122072	402.107490646495	265833.333333333	22898.3259941275	1	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	0.569909132139484	335.771454563674	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	1.2151453299384	384.938694284291	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	0.716126858314209	402.365701735622	265833.333333333	22898.3259941275	1	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	-4.93720840250347	393.142956047988	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	1.02314855514409	326.615348048038	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	-2.73072994921783	67.6213629302389	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	2.87693714935613	65.1536224187668	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	-1.58993755461099	55.1282520143468	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-01-30	0	WCS365	N2C3	0.001	-1.64897801853615	370.39882997923	265833.333333333	22898.3259941275	0	A	586666.666666667	248008.736405259	0.453125	-1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	3.23753836143221	434.213291029394	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	4.16269342533239	404.563254245005	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	2.08300934027211	448.139257182802	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	1.95130117347654	441.80569859258	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	0.483541611929435	433.817902700303	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	3.09451550252517	410.915017280804	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	1.77735686684913	441.217249692457	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	2.68114828331825	213.756964252635	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	-2.19848836996302	112.572132563707	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	2.6617254082074	408.889905356304	586666.666666667	248008.736405259	1	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	3.52010185269864	125.886205933173	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	0	N2C3	WCS365	0.001	0.636383846729569	107.466099304044	586666.666666667	248008.736405259	0	A	265833.333333333	22898.3259941275	2.20689655172414	1.14201900487243	-1.14201900487243	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.177213438861283	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.0608364278410243	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.72035944493568	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.121276937985456	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.436586897893262	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.254544871206468	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-1.02041973679078	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.0934962050090959	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	0.11801123647502	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	0.351880271703516	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	-0.393246483972417	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.001	0.103204563202456	NA	3281666.66666667	357852.390425624	NA	B	1650000	275000	1.98888888888889	0.991962680934582	-0.991962680934582	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-2.69578469791405	395.800474984801	1650000	275000	0	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-1.24678987282188	447.258127345496	1650000	275000	1	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-1.06897255735802	396.830937022659	1650000	275000	0	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-1.33649781991464	398.768713758114	1650000	275000	0	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-1.08392419010638	412.903901881567	1650000	275000	1	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-1.6451186635082	449.980076595994	1650000	275000	1	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	1.0370375233427	416.147212678392	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	0.340180318003859	460.238025379279	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	1.42428036789572	508.36344213221	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	1.94466607171489	465.305438098861	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	1.06414301260094	491.197724046565	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	1.19220306570645	461.262928129098	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-1.37828873545086	376.915628822064	1650000	275000	0	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-2.20352267568269	412.848911942326	1650000	275000	1	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-2.5092421853465	349.428799641323	1650000	275000	0	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-2.40442049367772	414.990758562333	1650000	275000	1	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.01	-1.63321198204999	456.204786112818	1650000	275000	1	B	4271666.66666667	556379.666534762	0.386266094420601	-1.37233304832461	-1.37233304832461	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	0.631260044438542	458.79982989953	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	1.34397194610314	376.869107794685	3281666.66666667	357852.390425624	0	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	0.415754127945007	442.375859062107	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	0.87352878911807	449.350060320177	3281666.66666667	357852.390425624	1	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.01	0.725101324117609	27.4238556391658	3281666.66666667	357852.390425624	0	B	2530000	145516.322108552	1.29710144927536	0.375291320486087	-0.375291320486087	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.98763196534543	321.647797499295	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.63749584205604	111.469195841202	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.38389884773709	258.526814898533	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.38977029580856	408.124526320427	1650000	275000	1	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.66858126968988	293.270870964516	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.22018019325452	390.383876923513	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.03	3.01531026287673	476.366762252809	3281666.66666667	357852.390425624	1	B	11183333.3333333	317542.648054294	0.29344262295082	-1.76884965518599	1.76884965518599	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.03	3.1591312268365	501.403333731535	3281666.66666667	357852.390425624	1	B	11183333.3333333	317542.648054294	0.29344262295082	-1.76884965518599	1.76884965518599	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.03	3.27249115691159	396.339590653309	3281666.66666667	357852.390425624	0	B	11183333.3333333	317542.648054294	0.29344262295082	-1.76884965518599	1.76884965518599	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.03	3.47786823799649	478.593176976393	3281666.66666667	357852.390425624	1	B	11183333.3333333	317542.648054294	0.29344262295082	-1.76884965518599	1.76884965518599	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.03	2.98580383472121	417.777130697363	3281666.66666667	357852.390425624	1	B	11183333.3333333	317542.648054294	0.29344262295082	-1.76884965518599	1.76884965518599	Simultaneous inoculation	NA	NA
2024-02-14	6	N2C3	WCS365	0.03	2.86302765899389	457.6388669253	3281666.66666667	357852.390425624	1	B	11183333.3333333	317542.648054294	0.29344262295082	-1.76884965518599	1.76884965518599	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.8026179838348	419.426156051338	1650000	275000	1	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.48092950885843	260.771419226295	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.27486032764036	375.809800818561	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
2024-02-14	6	WCS365	N2C3	0.03	-3.51634795490367	363.725824517846	1650000	275000	0	B	25850000	2520416.63222571	0.0638297872340425	-3.96962635095648	-3.96962635095648	Simultaneous inoculation	NA	NA
