plate,experiment,well,row,col,abs600nm,neon_top,crim_top,readtime
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G1,G,1,0.1669,15126,73505,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G2,G,2,0.1092,20401,136205,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G3,G,3,0.1102,30732,246601,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G4,G,4,0.1053,24345,182574,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G5,G,5,0.0953,22338,118278,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G6,G,6,0.0943,23031,133807,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G7,G,7,0.0929,143421,16625,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G8,G,8,0.0928,234227,19894,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G9,G,9,0.1105,283197,27255,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G10,G,10,0.0918,281474,18262,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G11,G,11,0.1089,321958,23167,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,G12,G,12,0.1279,167093,7905,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H1,H,1,0.1136,13804,43896,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H2,H,2,0.153,12417,69800,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H3,H,3,0.1149,16229,94885,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H4,H,4,0.119,19425,141496,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H5,H,5,0.1055,17621,53435,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H6,H,6,0.0907,20670,101149,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H7,H,7,0.1666,331194,13903,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H8,H,8,0.2012,515646,19902,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H9,H,9,0.0998,531474,10904,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H10,H,10,0.1214,366194,7904,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H11,H,11,0.3062,608302,7358,7
PlateB_T6h_Bad_Trial5,2024_03_Peffect_Trial5,H12,H,12,0.113,236650,4902,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A1,A,1,0.0973,58070,49413,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A2,A,2,0.104,77885,60912,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A3,A,3,0.1106,220082,54132,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A4,A,4,0.1273,47849,202353,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A5,A,5,0.104,48046,92462,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A6,A,6,0.0948,25395,84323,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A7,A,7,0.0946,168390,2124,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A8,A,8,0.0996,144641,1821,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A9,A,9,0.0936,128715,911,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A10,A,10,0.1001,235409,1518,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A11,A,11,0.1462,606988,1518,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,A12,A,12,0.1257,219382,2126,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B1,B,1,0.097,171961,11545,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B2,B,2,0.089,122495,33723,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B3,B,3,0.1003,94547,124266,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B4,B,4,0.0923,110424,118777,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B5,B,5,0.0892,108092,76539,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B6,B,6,0.092,88965,88399,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B7,B,7,0.0855,153521,3038,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B8,B,8,0.0853,143070,3645,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B9,B,9,0.0912,280914,1519,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B10,B,10,0.087,327547,3948,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B11,B,11,0.0881,312447,3340,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,B12,B,12,0.0872,139418,3337,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C1,C,1,0.1058,310694,16686,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C2,C,2,0.0944,211297,13966,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C3,C,3,0.0943,415050,29765,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C4,C,4,0.0897,245392,23694,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C5,C,5,0.092,307202,37661,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C6,C,6,0.0952,307409,32199,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C7,C,7,0.0861,260198,2734,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C8,C,8,0.0884,348638,1823,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C9,C,9,0.0914,285107,4860,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C10,C,10,0.0882,424409,3949,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C11,C,11,0.0872,401545,2127,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,C12,C,12,0.0844,172821,1823,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D1,D,1,0.1174,509311,11245,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D2,D,2,0.0991,572574,19144,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D3,D,3,0.0948,649986,11547,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D4,D,4,0.0901,348130,20661,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D5,D,5,0.0951,493525,13369,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D6,D,6,0.1035,468611,23396,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D7,D,7,0.1049,659318,2734,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D8,D,8,0.0927,417816,3646,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D9,D,9,0.0998,679070,1823,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D10,D,10,0.097,648583,2734,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D11,D,11,0.0958,614496,3038,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,D12,D,12,0.15,983747,1518,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E1,E,1,0.0803,12306,1820,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E2,E,2,0.0772,15190,2126,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E3,E,3,0.0829,376769,911,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E4,E,4,0.0748,20890,2430,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E5,E,5,0.0747,19453,2430,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E6,E,6,0.0766,16357,2735,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E7,E,7,0.0918,84900,92061,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E8,E,8,0.0892,99904,80224,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E9,E,9,0.0923,72862,138587,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E10,E,10,0.0954,76918,122492,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E11,E,11,0.0906,226618,26130,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,E12,E,12,0.1037,147749,105430,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F1,F,1,0.0782,11889,1216,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F2,F,2,0.0765,15811,1824,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F3,F,3,0.072,16976,2128,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F4,F,4,0.0751,18838,4557,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F5,F,5,0.0754,19181,2431,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F6,F,6,0.0753,16151,3951,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F7,F,7,0.0954,124716,143723,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F8,F,8,0.0984,382391,81433,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F9,F,9,0.0912,102374,130985,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F10,F,10,0.0983,169731,113926,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F11,F,11,0.1067,71354,141570,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,F12,F,12,0.0996,67659,34302,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G1,G,1,0.0928,17814,122622,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G2,G,2,0.101,22487,202008,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G3,G,3,0.0946,17738,134006,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G4,G,4,0.0946,22890,216087,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G5,G,5,0.0913,19870,170832,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G6,G,6,0.093,23651,120028,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G7,G,7,0.0844,194296,20970,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G8,G,8,0.0873,197335,15501,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G9,G,9,0.0936,217577,28272,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G10,G,10,0.0915,306304,10941,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G11,G,11,0.0902,318969,13070,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,G12,G,12,0.0871,202478,19453,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H1,H,1,0.0949,16225,110658,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H2,H,2,0.0888,12102,39817,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H3,H,3,0.0926,17323,90586,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H4,H,4,0.1354,13546,79640,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H5,H,5,0.0902,22488,90262,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H6,H,6,0.0876,16639,76284,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H7,H,7,0.232,649461,8512,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H8,H,8,0.188,525712,6079,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H9,H,9,0.27,361103,11245,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H10,H,10,0.1391,617749,7597,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H11,H,11,0.2306,442947,14889,7
PlateB-T6h_Good_Trial5,2024_03_Peffect_Trial5,H12,H,12,0.0759,107774,4858,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A1,A,1,0.0706,12686,3869,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A2,A,2,0.1369,33694,37017,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A3,A,3,0.2327,36791,46335,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A4,A,4,0.1007,41140,50885,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A5,A,5,0.0967,49022,79182,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A6,A,6,0.1224,72738,57385,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A7,A,7,0.0983,419948,3361,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A8,A,8,0.1155,503452,2521,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A9,A,9,0.0856,164014,4203,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A10,A,10,0.0981,220134,1121,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A11,A,11,0.1375,318378,2522,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,A12,A,12,0.0787,13870,1962,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B1,B,1,0.1109,178301,21314,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B2,B,2,0.0959,224973,27485,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B3,B,3,0.0887,212816,23839,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B4,B,4,0.0871,163554,24960,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B5,B,5,0.0962,545929,26641,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B6,B,6,0.0853,178407,23553,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B7,B,7,0.0963,185540,20468,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B8,B,8,0.0842,166146,44866,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B9,B,9,0.0833,146308,29159,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B10,B,10,0.0882,208202,32240,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B11,B,11,0.0894,162423,24660,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,B12,B,12,0.1186,194655,17363,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C1,C,1,0.2234,293373,5042,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C2,C,2,0.0926,426926,11775,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C3,C,3,0.0931,501740,10655,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C4,C,4,0.096,393364,12621,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C5,C,5,0.0955,389922,8693,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C6,C,6,0.0904,228609,12340,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C7,C,7,0.1028,55578,136580,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C8,C,8,0.1038,53348,157042,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C9,C,9,0.0952,53205,132679,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C10,C,10,0.1029,182530,122288,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C11,C,11,0.1087,38236,168586,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,C12,C,12,0.1046,46541,106295,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D1,D,1,0.0776,15723,842,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D2,D,2,0.0909,412546,12064,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D3,D,3,0.0883,364315,9540,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D4,D,4,0.0993,413763,10942,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D5,D,5,0.0901,323886,6172,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D6,D,6,0.0948,278009,7294,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D7,D,7,0.1083,32602,154575,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D8,D,8,0.1053,36141,152638,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D9,D,9,0.1219,38586,229525,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D10,D,10,0.1248,78138,245759,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D11,D,11,0.0995,30083,142466,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,D12,D,12,0.0769,13068,1681,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E1,E,1,0.0751,12942,2523,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E2,E,2,0.0838,305166,6171,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E3,E,3,0.0863,227214,4769,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E4,E,4,0.088,293651,5893,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E5,E,5,0.0886,176894,5612,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E6,E,6,0.0895,460335,5611,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E7,E,7,0.0919,148674,83901,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E8,E,8,0.0922,91334,135819,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E9,E,9,0.0974,51264,92333,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E10,E,10,0.0952,57062,98783,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E11,E,11,0.0937,46783,95425,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,E12,E,12,0.0786,12462,1965,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F1,F,1,0.1453,223910,16284,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F2,F,2,0.0886,252841,26387,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F3,F,3,0.0838,210909,26671,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F4,F,4,0.0948,187098,28356,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F5,F,5,0.0891,156994,26670,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F6,F,6,0.088,258206,42955,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F7,F,7,0.0874,133968,37336,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F8,F,8,0.0872,191494,38179,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F9,F,9,0.0914,174085,26107,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F10,F,10,0.0904,176977,24420,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F11,F,11,0.0975,203921,25538,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,F12,F,12,0.0994,132405,18509,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G1,G,1,0.116,35285,108261,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G2,G,2,0.0915,32083,95696,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G3,G,3,0.1142,49317,270609,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G4,G,4,0.0882,45359,104156,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G5,G,5,0.0928,43044,129441,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G6,G,6,0.1067,85682,306333,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G7,G,7,0.0956,386277,10950,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G8,G,8,0.0946,323279,16282,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G9,G,9,0.0913,313989,13479,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G10,G,10,0.1015,308014,15442,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G11,G,11,0.099,227999,8143,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,G12,G,12,0.138,221706,5897,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H1,H,1,0.0763,12122,3652,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H2,H,2,0.33,56882,265184,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H3,H,3,0.209,49719,200583,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H4,H,4,0.1848,24183,133144,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H5,H,5,0.136,23707,131171,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H6,H,6,0.2626,27244,107851,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H7,H,7,0.2149,298377,7303,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H8,H,8,0.1307,247640,5337,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H9,H,9,0.0891,159274,3651,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H10,H,10,0.2197,353573,4493,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H11,H,11,0.0896,251356,6177,7
PlateC_T6h_Mix_Trail5,2024_03_Peffect_Trial5,H12,H,12,0.078,11445,1403,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A1,A,1,0.0724,10508,2662,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A2,A,2,0.1376,671076,3216,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A3,A,3,0.1885,1005410,3495,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A4,A,4,0.6987,3232484,538,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A5,A,5,0.4477,3379618,2964,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A6,A,6,0.1507,491154,4583,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A7,A,7,0.3076,31275,481776,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A8,A,8,0.1552,21076,290008,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A9,A,9,0.1344,24388,382170,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A10,A,10,0.169,22733,262656,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A11,A,11,0.259,15775,92310,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,A12,A,12,0.1444,16673,83412,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B1,B,1,0.3209,1134261,2161,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B2,B,2,0.1276,278418,2161,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B3,B,3,0.144,536054,4322,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B4,B,4,0.1364,776344,2971,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B5,B,5,0.1725,719505,2701,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B6,B,6,0.1473,537671,2971,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B7,B,7,0.1201,18875,143435,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B8,B,8,0.1248,23907,181778,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B9,B,9,0.1651,24866,282781,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B10,B,10,0.1429,30797,284618,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B11,B,11,0.116,21769,198152,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,B12,B,12,0.6721,27840,195565,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C1,C,1,0.1479,467922,49103,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C2,C,2,0.1132,398156,19977,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C3,C,3,0.1336,682302,72652,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C4,C,4,0.1415,574647,39439,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C5,C,5,0.1524,872692,15129,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C6,C,6,0.1163,265410,55915,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C7,C,7,0.1922,1002097,114274,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C8,C,8,0.1258,322770,75108,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C9,C,9,0.1409,338563,52145,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C10,C,10,0.0985,324687,33236,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C11,C,11,0.1367,336443,62957,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,C12,C,12,0.133,377373,41072,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D1,D,1,0.2442,1054835,37032,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D2,D,2,0.1678,1208500,13785,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D3,D,3,0.1389,696731,20812,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D4,D,4,0.2334,1613055,76484,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D5,D,5,0.1646,650437,131888,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D6,D,6,0.2304,1740754,23244,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D7,D,7,0.1255,544872,88104,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D8,D,8,0.1488,813033,103239,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D9,D,9,0.2137,1487911,65399,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D10,D,10,0.1408,710237,78898,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D11,D,11,0.1635,1094324,66459,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,D12,D,12,0.5331,3406322,26184,7
PlateP1_T0_Dip_Trial5,2024_03_Peffect_Trial5,E1,E,1,0.1958,684313,53731,7
