experiment,plate,well,row,col,neon_top,crim_top,neon_btm,crim_btm,abs600,readtime
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,E10,E,10,14082,88331,3039,33411,0.1002,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,E11,E,11,16647,148556,4421,66094,0.1366,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,E12,E,12,16440,139327,5042,101229,0.1532,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F1,F,1,15747,142841,4492,72506,0.1192,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F2,F,2,18941,182926,5043,84297,0.1283,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F3,F,3,25252,189858,3938,37847,0.1149,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F4,F,4,20812,203078,2694,28755,0.112,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F5,F,5,23452,204540,2902,26788,0.1108,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F6,F,6,23101,195105,2901,25557,0.1116,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F7,F,7,20464,141821,3040,18430,0.1056,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F8,F,8,146512,6219,35503,2703,0.1149,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F9,F,9,20260,152524,2832,20394,0.1104,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F10,F,10,16236,97023,3869,24568,0.1019,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F11,F,11,15403,98992,3455,44216,0.1121,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,F12,F,12,17479,100187,4352,44189,0.1277,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G1,G,1,12209,3731,2279,737,0.082,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G2,G,2,14570,5473,3455,1720,0.08,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G3,G,3,12488,2239,3040,1474,0.0796,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G4,G,4,15537,3484,2142,1720,0.0851,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G5,G,5,14985,2987,2695,246,0.0868,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G6,G,6,14985,3236,3316,983,0.0853,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G7,G,7,13597,3484,2487,0,0.0829,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G8,G,8,434330,2738,149188,1475,0.1471,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G9,G,9,15402,4232,2280,492,0.0832,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G10,G,10,14362,1743,2142,2949,0.0802,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G11,G,11,13181,2738,2625,983,0.0813,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,G12,G,12,12627,3236,3800,1475,0.0807,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H1,H,1,11171,2739,2488,984,0.0831,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H2,H,2,10409,2490,3041,2213,0.0796,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H3,H,3,13111,2490,3386,983,0.0809,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H4,H,4,12697,2739,2972,1475,0.0866,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H5,H,5,12975,3734,2765,983,0.0871,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H6,H,6,13738,3486,3041,1967,0.0848,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H7,H,7,12003,2489,2902,737,0.0861,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H8,H,8,13388,2738,2211,1475,0.0897,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H9,H,9,13807,1742,2142,983,0.091,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H10,H,10,12074,2240,2833,1229,0.0813,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H11,H,11,11103,1493,2488,1720,0.08,7
2023-12_priorityeffects,Nov-9th-transfer-PlateC_cropped,H12,H,12,12072,1492,3041,1228,0.0729,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A1,A,1,448888,5913,590350,2542,0.2322,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A2,A,2,119247,2330,33682,2048,0.0832,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A3,A,3,796586,6229,290497,2567,0.1136,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A4,A,4,1245812,37691,656957,13109,0.1695,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A5,A,5,1124855,12491,404923,5917,0.1277,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A6,A,6,728594,7289,227685,3346,0.1153,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A7,A,7,105870,3906,41371,1545,0.0978,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A8,A,8,155523,5470,37607,2576,0.1084,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A9,A,9,65426,4169,29334,2061,0.0946,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A10,A,10,1230798,4691,535195,2061,0.1808,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A11,A,11,146922,3909,29952,2062,0.1071,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,A12,A,12,79692,4692,12994,1804,0.0958,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B1,B,1,1095985,6782,827168,1289,0.1499,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B2,B,2,633772,3913,335257,1805,0.122,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B3,B,3,529256,6782,163826,1547,0.1081,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B4,B,4,655724,6780,150663,1547,0.1048,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B5,B,5,665954,2086,286660,2836,0.1246,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B6,B,6,497047,3912,126325,2063,0.1038,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B7,B,7,183774,4694,30098,2836,0.1155,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B8,B,8,152093,5737,30788,1547,0.133,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B9,B,9,120723,5214,42138,2062,0.1327,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B10,B,10,124113,3129,22984,1289,0.1315,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B11,B,11,499357,5472,180729,2834,0.1437,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,B12,B,12,138205,5468,40272,1288,0.0994,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C1,C,1,30537,474198,7322,208527,0.2101,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C2,C,2,21945,258594,3832,59281,0.1326,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C3,C,3,53387,666950,7117,152652,0.1822,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C4,C,4,17884,323667,4380,95151,0.1169,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C5,C,5,21323,285819,3901,70393,0.1049,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C6,C,6,23387,192459,2943,23208,0.1046,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C7,C,7,20501,169754,3491,28887,0.1179,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C8,C,8,21879,173950,4038,29399,0.1143,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C9,C,9,19809,160928,3627,35848,0.1194,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C10,C,10,24832,299237,5134,63969,0.1214,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C11,C,11,16924,180744,4107,80731,0.1098,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,C12,C,12,21810,390699,6845,162742,0.1548,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D1,D,1,17544,171424,9862,208716,0.3012,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D2,D,2,31579,325956,5478,70428,0.135,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D3,D,3,19401,304250,5342,102156,0.1487,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D4,D,4,46450,364814,6846,90295,0.1568,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D5,D,5,21676,183403,3081,23990,0.1021,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D6,D,6,24011,168282,3697,16254,0.1053,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D7,D,7,22772,135418,3971,21666,0.1058,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D8,D,8,22704,136972,3424,25795,0.114,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D9,D,9,19816,149482,2465,28111,0.1146,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D10,D,10,18373,120803,3560,21922,0.1146,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D11,D,11,16924,116591,3013,15986,0.0945,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,D12,D,12,18513,189399,5340,53083,0.1088,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E1,E,1,1392167,2346,510873,258,0.1633,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E2,E,2,468886,2608,143987,1032,0.1001,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E3,E,3,793381,3912,135259,774,0.0996,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E4,E,4,915235,3130,152539,774,0.1153,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E5,E,5,935379,2087,277471,1548,0.1309,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E6,E,6,873576,3391,569485,774,0.1447,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E7,E,7,248881,5217,67945,516,0.1227,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E8,E,8,363547,2869,82244,516,0.1231,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E9,E,9,200728,2348,31983,2065,0.1039,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E10,E,10,222408,2087,48423,1548,0.1093,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E11,E,11,99354,2348,17119,0,0.1077,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,E12,E,12,149427,2608,22739,1549,0.1007,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F1,F,1,278832,3393,259845,1549,0.1814,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F2,F,2,1029545,3393,1166554,2065,0.245,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F3,F,3,735026,2610,279309,774,0.1212,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F4,F,4,852628,1305,191837,258,0.1095,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F5,F,5,865167,3132,285455,1549,0.1234,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F6,F,6,458467,3132,120614,774,0.1051,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F7,F,7,211889,3132,35750,1290,0.1206,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F8,F,8,154880,3654,26571,1807,0.1078,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F9,F,9,425083,3392,152826,1290,0.1617,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F10,F,10,381484,3914,108504,1806,0.1558,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F11,F,11,160801,3392,33018,1548,0.1098,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,F12,F,12,269428,4169,84929,0,0.1199,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G1,G,1,11912,2607,2534,2063,0.089,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G2,G,2,14872,2347,2124,1290,0.0847,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G3,G,3,17352,4435,3219,1548,0.0828,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G4,G,4,14871,4175,3151,1291,0.0857,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G5,G,5,16522,4958,2809,1032,0.089,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G6,G,6,15149,3392,3219,1291,0.0844,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G7,G,7,15078,3131,2398,1291,0.0848,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G8,G,8,14530,4697,2192,516,0.0867,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G9,G,9,16385,3393,2603,1549,0.0871,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G10,G,10,12323,3393,2534,1291,0.0846,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G11,G,11,175371,3654,62819,1033,0.1871,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,G12,G,12,11431,1044,3562,774,0.0835,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H1,H,1,10876,1305,2124,1550,0.08,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H2,H,2,12048,1567,2329,1033,0.0818,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H3,H,3,12870,1306,2672,516,0.0828,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H4,H,4,13701,3133,2055,1291,0.0827,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H5,H,5,10397,4177,2741,775,0.0816,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H6,H,6,11566,2350,2603,1549,0.0836,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H7,H,7,12184,2350,2671,1807,0.0841,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H8,H,8,14251,3133,2946,1033,0.0831,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H9,H,9,13287,2089,3494,775,0.0832,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H10,H,10,269183,2610,107650,1291,0.1619,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H11,H,11,13494,4959,2741,516,0.0802,7
2023-12_priorityeffects,Nov-10th-transfer-PlateD_cropped,H12,H,12,11915,2607,2466,1032,0.0773,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A1,A,1,12048,2184,2498,1846,0.0765,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A2,A,2,105230,2199,135051,2125,0.1652,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A3,A,3,224241,3309,199241,0,0.1318,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A4,A,4,59839,1381,41756,534,0.0999,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A5,A,5,26396,3040,10989,267,0.1022,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A6,A,6,109154,3871,54258,1336,0.1046,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A7,A,7,64403,3596,29165,1603,0.098,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A8,A,8,18624,1384,7187,1337,0.1104,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A9,A,9,38814,2214,11333,1604,0.0942,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A10,A,10,14866,2768,4837,2407,0.0982,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A11,A,11,107454,3599,51215,3210,0.1116,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,A12,A,12,41403,2215,27092,1872,0.0913,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B1,B,1,41488,1384,25862,2140,0.2205,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B2,B,2,19854,3323,10993,803,0.1026,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B3,B,3,183364,2492,58508,2140,0.1068,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B4,B,4,47298,4983,9470,268,0.0878,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B5,B,5,183222,3599,34498,1070,0.0982,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B6,B,6,65978,3045,10647,1070,0.0899,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B7,B,7,70614,6090,9541,802,0.0915,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B8,B,8,16035,3322,2420,1070,0.0875,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B9,B,9,19242,2768,3387,1337,0.0864,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B10,B,10,167034,2491,21637,1070,0.1005,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B11,B,11,17874,2213,3319,267,0.0865,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,B12,B,12,24023,3042,4425,1069,0.0877,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C1,C,1,109114,1936,104125,1069,0.225,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C2,C,2,35427,4153,12585,1338,0.0926,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C3,C,3,100611,2492,20398,2140,0.1006,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C4,C,4,40332,2492,7606,803,0.0859,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C5,C,5,167995,3600,18808,1070,0.0964,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C6,C,6,24433,3323,4218,535,0.0901,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C7,C,7,20747,2216,4080,803,0.0909,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C8,C,8,20613,2493,3043,1338,0.0892,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C9,C,9,70914,3324,9474,268,0.1032,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C10,C,10,25388,2493,3942,803,0.1019,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C11,C,11,16655,3878,2628,1338,0.0909,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,C12,C,12,14674,2216,2420,1874,0.0884,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D1,D,1,159437,2769,105990,1873,0.1519,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D2,D,2,275287,3600,100962,1873,0.1166,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D3,D,3,57077,2769,9687,1338,0.0922,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D4,D,4,54642,3322,6502,1606,0.0916,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D5,D,5,20283,3323,2836,2141,0.0927,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D6,D,6,46836,4707,6779,1070,0.0954,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D7,D,7,23072,3877,3252,803,0.097,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D8,D,8,23556,1661,3459,1873,0.0916,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D9,D,9,22123,3876,2767,268,0.0988,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D10,D,10,18098,4429,2698,803,0.0963,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D11,D,11,17610,6090,2905,1338,0.0959,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,D12,D,12,24448,2213,4012,535,0.0906,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E1,E,1,8200,1383,2284,1337,0.0976,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E2,E,2,11131,1938,1660,1338,0.0896,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E3,E,3,12431,2769,2144,1874,0.0872,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E4,E,4,14405,4154,2491,1606,0.0836,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E5,E,5,13864,1385,2698,803,0.0845,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E6,E,6,15297,2216,2283,1874,0.0883,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E7,E,7,35243,2216,6157,535,0.0984,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E8,E,8,310148,3324,53616,803,0.114,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E9,E,9,160985,2216,17295,803,0.1009,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E10,E,10,201610,4709,36047,1606,0.1122,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E11,E,11,410022,2493,61027,803,0.1129,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,E12,E,12,315986,4709,40751,1606,0.1019,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F1,F,1,9903,4985,2491,1874,0.0938,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F2,F,2,10653,3877,2837,1338,0.0888,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F3,F,3,13109,3046,2491,1071,0.0855,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F4,F,4,12981,3046,2145,803,0.0854,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F5,F,5,13052,3877,2629,535,0.0871,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F6,F,6,15231,4985,2768,803,0.0869,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F7,F,7,185776,3046,29888,2141,0.1064,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F8,F,8,248640,1385,97565,1606,0.169,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F9,F,9,369605,4707,51756,803,0.1184,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F10,F,10,261793,4153,103601,1338,0.1732,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F11,F,11,569926,1661,122786,1338,0.1155,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,F12,F,12,277461,2214,104811,267,0.1311,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G1,G,1,10183,1660,2423,1070,0.0959,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G2,G,2,11681,1938,2768,2141,0.0829,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G3,G,3,14208,1939,3460,535,0.0811,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G4,G,4,12021,3324,2145,1071,0.082,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G5,G,5,12433,2770,2629,1071,0.0867,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G6,G,6,15028,3047,1937,535,0.0839,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G7,G,7,142379,2216,192420,1339,0.438,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G8,G,8,383304,2770,62769,803,0.1142,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G9,G,9,813532,3878,210348,803,0.141,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G10,G,10,39203,4156,6227,1607,0.0968,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G11,G,11,29849,2493,6020,1607,0.0955,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,G12,G,12,21447,4433,4083,1339,0.0896,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H1,H,1,10931,1662,3322,1607,0.0823,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H2,H,2,10588,2216,2076,803,0.0909,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H3,H,3,10177,2770,2699,1607,0.0905,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H4,H,4,12369,1939,2491,1071,0.0852,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H5,H,5,13597,3877,1799,536,0.0868,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H6,H,6,11544,3047,3045,268,0.0786,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H7,H,7,74125,1662,19028,1339,0.0941,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H8,H,8,509823,3601,86238,1071,0.1166,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H9,H,9,296824,3046,121733,803,0.1416,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H10,H,10,271845,3046,96273,1071,0.1174,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H11,H,11,264475,1938,36957,1071,0.1123,7
2023-12_priorityeffects,N2C3-source-plateA-T2-straight_cropped,H12,H,12,184093,3045,32596,803,0.0919,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A1,A,1,26536,1564,6856,2099,0.1265,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A2,A,2,44518,2624,31308,1057,0.1027,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A3,A,3,21336,1579,8700,1855,0.0905,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A4,A,4,36720,3689,10286,1327,0.0987,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A5,A,5,33743,2901,7662,1593,0.094,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A6,A,6,41685,3695,4832,1063,0.0896,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A7,A,7,18701,4224,4418,532,0.0917,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A8,A,8,16424,2641,3244,2394,0.0946,7
2023-12_priorityeffects,wcs-source-plateB-T2_cropped,A9,A,9,17598,2641,3175,2659,0.094,7
